Epochs|Learning rate|Layers|Channels|Validation AUC|Validation Precision|Validation Accuracy|Validation Recall|Validation F1|Test AUC|Test Precision|Test Accuracy|Test Recall|Test F1|Loss|Duration
300|0.001|6|16|0.8667800453514738|0.8064516129032258|0.7261904761904762|0.7261904761904762|0.72141312184571|0.8537414965986394|0.8108108108108109|0.7738095238095238|0.7738095238095238|0.7730052624093301|31.607812549314076|83.4079978466034
