Epochs|Learning rate|Layers|Channels|Test Precision|Test Accuracy|Test Recall|Test F1|Loss|Duration
50|0.001|2|16|0.8860759493670886|0.8552631578947368|0.856469355683604|0.8546339766997044|5.294600088149309|6.770996809005737
50|0.001|2|16|0.8765432098765432|0.8552631578947368|0.855247075257552|0.8543554006968641|5.656800806522369|6.461705446243286
50|0.001|2|16|0.9|0.8223684210526315|0.8300306251125923|0.8195488721804511|5.825158130377531|6.8345067501068115
100|0.001|2|16|0.7849462365591398|0.8355263157894737|0.8328135828135828|0.8329156223893066|12.194994132965803|12.857673406600952
100|0.001|2|16|0.8|0.7368421052631579|0.7386363636363636|0.7338935574229692|7.601913483813405|13.068500518798828
100|0.001|2|16|0.8888888888888888|0.868421052631579|0.8685175484546883|0.867595818815331|7.287653222680092|12.832375049591064
100|0.001|2|16|0.8333333333333334|0.8223684210526315|0.820237471625633|0.8206215306613052|7.224458999931812|13.316442966461182
100|0.001|2|16|0.8987341772151899|0.8157894736842105|0.8245361196180868|0.8131694468832309|8.331731183454394|12.721843242645264
150|0.001|2|16|0.7931034482758621|0.8223684210526315|0.8206860706860707|0.8210595160235448|9.550542421638966|20.361931800842285
150|0.001|2|16|0.7840909090909091|0.75|0.7436079545454546|0.7436079545454546|7.6624733451753855|19.66687774658203
150|0.001|2|16|0.922077922077922|0.881578947368421|0.8842325825039288|0.8812499999999999|8.758317011408508|21.343465328216553
150|0.001|2|16|0.8255813953488372|0.8223684210526315|0.8190151911995809|0.8201183431952663|7.305662102531642|20.51510500907898
150|0.001|2|16|0.8795180722891566|0.8157894736842105|0.819131687984147|0.8118479221927497|6.378121671732515|19.72652506828308
200|0.001|2|16|0.75|0.7763157894736842|0.7744282744282744|0.7744019556486816|8.343465555924922|26.799373388290405
200|0.001|2|16|0.7701149425287356|0.7302631578947368|0.7244318181818181|0.7239424141749723|8.931208619847894|26.80705237388611
200|0.001|2|16|0.8734177215189873|0.8421052631578947|0.8431988824864676|0.8414188836724048|7.01306077092886|26.402395725250244
200|0.001|2|16|0.8414634146341463|0.8223684210526315|0.8214597520516851|0.8210595160235448|9.067133873235434|27.294100522994995
200|0.001|2|16|0.8604651162790697|0.8092105263157895|0.8082327508557017|0.8039058676987412|5.911450091516599|28.276208639144897
50|0.001|4|16|0.7777777777777778|0.8157894736842105|0.8135828135828136|0.8137254901960784|5.68608783185482|15.909809350967407
50|0.001|4|16|0.8026315789473685|0.7236842105263158|0.7294034090909092|0.7219512195121951|7.402449030429125|16.281922578811646
50|0.001|4|16|0.9041095890410958|0.8421052631578947|0.8468657237646238|0.841995841995842|4.759624268859625|15.260557174682617
50|0.001|4|16|0.8536585365853658|0.8355263157894737|0.8347302252488213|0.8343143666884674|6.108577586710453|14.470340728759766
50|0.001|4|16|0.8875|0.8092105263157895|0.8163393983066114|0.8061821219715957|5.267435401678085|14.975176572799683
100|0.001|4|16|0.8192771084337349|0.8355263157894737|0.8345460845460846|0.8349476610346176|6.560111008584499|31.95002794265747
100|0.001|4|16|0.7875|0.7236842105263158|0.7251420454545454|0.7205882352941178|6.578869682736695|29.77323865890503
100|0.001|4|16|0.8470588235294118|0.8421052631578947|0.8395320412083116|0.8403361344537816|6.160354775376618|31.945096015930176
100|0.001|4|16|0.8313253012048193|0.8157894736842105|0.8142133752400909|0.8142133752400909|6.31820566020906|30.85043215751648
100|0.001|4|16|0.9078947368421053|0.8092105263157895|0.8217438299405513|0.8073342366362166|6.205746149644256|32.21003866195679
150|0.001|4|16|0.7865168539325843|0.8223684210526315|0.8203395703395704|0.8206215306613052|6.238406956661493|45.003222942352295
150|0.001|4|16|0.7816091954022989|0.743421052631579|0.7379261363636364|0.7374086378737541|6.314376697875559|43.58186411857605
150|0.001|4|16|0.8961038961038961|0.8552631578947368|0.857691636109656|0.8548611111111111|8.424943156540394|48.22857069969177
150|0.001|4|16|0.8452380952380952|0.8355263157894737|0.8335079448227694|0.8339088246863936|7.139395740348846|47.82665538787842
150|0.001|4|16|0.8734177215189873|0.7894736842105263|0.797153666006125|0.7864793678665496|6.733342930208892|44.72209095954895
200|0.001|4|16|0.7912087912087912|0.8355263157894737|0.8331600831600832|0.8334429103659873|8.676537598483264|60.51223349571228
200|0.001|4|16|0.7840909090909091|0.75|0.7436079545454546|0.7436079545454546|10.669741208665073|59.06734347343445
200|0.001|4|16|0.8734177215189873|0.8421052631578947|0.8431988824864676|0.8414188836724048|8.307374121621251|60.18166947364807
200|0.001|4|16|0.8536585365853658|0.8355263157894737|0.8347302252488213|0.8343143666884674|8.391886887606233|59.2944221496582
200|0.001|4|16|0.8860759493670886|0.8026315789473685|0.8108448928121059|0.7998244073748902|6.52719156537205|60.33805751800537
50|0.001|6|16|0.7710843373493976|0.7828947368421053|0.7818780318780318|0.7821309125656952|5.550768427550793|24.776102542877197
50|0.001|6|16|0.8076923076923077|0.7368421052631579|0.7407670454545454|0.7345905360572724|6.2925672344863415|22.792829990386963
50|0.001|6|16|0.8717948717948718|0.8355263157894737|0.8371747861009254|0.8349476610346176|6.368205044418573|23.875244140625
50|0.001|6|16|0.8470588235294118|0.8421052631578947|0.8395320412083116|0.8403361344537816|6.636786390095949|23.141411781311035
50|0.001|6|16|0.8987341772151899|0.8157894736842105|0.8245361196180868|0.8131694468832309|5.440682761371136|22.790859937667847
100|0.001|6|16|0.8023255813953488|0.8289473684210527|0.8274428274428274|0.8278745644599302|7.092077125795186|48.51035809516907
100|0.001|6|16|0.8311688311688312|0.756578947368421|0.7620738636363636|0.7547852626989318|5.906964554451406|47.095640897750854
100|0.001|6|16|0.8888888888888888|0.868421052631579|0.8685175484546883|0.867595818815331|7.656859645619988|45.73037815093994
100|0.001|6|16|0.8452380952380952|0.8355263157894737|0.8335079448227694|0.8339088246863936|6.3264728365466|46.37855792045593
100|0.001|6|16|0.8831168831168831|0.7894736842105263|0.799855881823095|0.7871148459383754|6.0530182952061296|47.25132083892822
150|0.001|6|16|0.7840909090909091|0.8157894736842105|0.8139293139293139|0.8142133752400907|8.431014757603407|73.13906002044678
150|0.001|6|16|0.7764705882352941|0.7302631578947368|0.7265625|0.72501434055509|6.098342563956976|68.32638335227966
150|0.001|6|16|0.8734177215189873|0.8421052631578947|0.8431988824864676|0.8414188836724048|6.395234221126884|68.64862728118896
150|0.001|6|16|0.8352941176470589|0.8289473684210527|0.8262615680111751|0.8270308123249299|6.305490910541266|68.62176632881165
150|0.001|6|16|0.8735632183908046|0.8289473684210527|0.8274184831561882|0.8237916889602284|7.043574635405093|71.96657299995422
200|0.001|6|16|0.7777777777777778|0.8157894736842105|0.8135828135828136|0.8137254901960784|9.104815814644098|95.86208295822144
200|0.001|6|16|0.8117647058823529|0.7697368421052632|0.7670454545454546|0.7652561443762962|9.068859352264553|90.02547955513
200|0.001|6|16|0.8734177215189873|0.8421052631578947|0.8431988824864676|0.8414188836724048|6.9419615105725825|93.26067352294922
200|0.001|6|16|0.8674698795180723|0.8552631578947368|0.8540247948314998|0.8540247948314998|7.809804515913129|92.962087392807
200|0.001|6|16|0.8604651162790697|0.8092105263157895|0.8082327508557017|0.8039058676987412|6.300904286792502|92.28897070884705
50|0.01|1|16|0.7582417582417582|0.7960526315789473|0.7936590436590436|0.7934692088538242|2.997263083147118|3.2975568771362305
50|0.01|1|16|0.7764705882352941|0.7302631578947368|0.7265625|0.72501434055509|2.6570144412253285|3.177889823913574
50|0.01|1|16|0.8780487804878049|0.8618421052631579|0.8612711716430941|0.8608240680183127|2.8578539341688156|3.1533124446868896
50|0.01|1|16|0.8765432098765432|0.8552631578947368|0.855247075257552|0.8543554006968641|2.79989417669276|3.2852890491485596
50|0.01|1|16|0.8674698795180723|0.8026315789473685|0.805440461178166|0.7984084880636605|2.9477668991603423|3.492626190185547
100|0.01|1|16|0.7912087912087912|0.8355263157894737|0.8331600831600832|0.8334429103659873|2.8256561294474523|6.896881818771362
100|0.01|1|16|0.7951807228915663|0.743421052631579|0.7421875|0.7393483709273183|2.653973307045817|7.104848623275757
100|0.01|1|16|0.8690476190476191|0.8618421052631579|0.8600488912170421|0.8604834127365708|2.5548945356786135|6.858110189437866
100|0.01|1|16|0.8505747126436781|0.8552631578947368|0.8515802339793959|0.8532045654082527|2.9695129273895873|6.63544487953186
100|0.01|1|16|0.9240506329113924|0.8421052631578947|0.8519185732300487|0.8398595258999122|2.4801871672752895|6.580212116241455
150|0.01|1|16|0.8021978021978022|0.8486842105263158|0.8463270963270964|0.8467674775367084|2.9850108560240187|9.893587589263916
150|0.01|1|16|0.7790697674418605|0.7368421052631579|0.7322443181818181|0.731211317418214|2.7072303036475205|10.171972274780273
150|0.01|1|16|0.8765432098765432|0.8552631578947368|0.855247075257552|0.8543554006968641|2.7203218941867817|10.186162233352661
150|0.01|1|16|0.8313253012048193|0.8157894736842105|0.8142133752400909|0.8142133752400909|2.5647899566938577|10.214671850204468
150|0.01|1|16|0.9176470588235294|0.868421052631579|0.8711943793911007|0.8650568181818181|2.6256868133896205|9.795613288879395
200|0.01|1|16|0.782608695652174|0.8289473684210527|0.8264033264033264|0.8265144863915714|2.8017220025431016|13.159778594970703
200|0.01|1|16|0.7951807228915663|0.743421052631579|0.7421875|0.7393483709273183|2.790818221761583|13.15462613105774
200|0.01|1|16|0.8795180722891566|0.868421052631579|0.8672952680286363|0.8672952680286363|2.833087114689988|13.17951512336731
200|0.01|1|16|0.85|0.8223684210526315|0.8226820324777371|0.8214332332593657|2.6792568547316478|13.254528522491455
200|0.01|1|16|0.8850574712643678|0.8421052631578947|0.8411097099621689|0.8373461744248261|2.868681808173278|13.349319219589233
50|0.01|2|16|0.7840909090909091|0.8157894736842105|0.8139293139293139|0.8142133752400907|2.6306836565199774|6.33486533164978
50|0.01|2|16|0.8023255813953488|0.7631578947368421|0.7592329545454546|0.7580901856763926|2.385370518320997|6.653470993041992
50|0.01|2|16|0.9125|0.8881578947368421|0.8890343984634188|0.8875690727929338|2.6357365830190247|6.482542991638184
50|0.01|2|16|0.8313253012048193|0.8157894736842105|0.8142133752400909|0.8142133752400909|2.829805781773757|6.760695219039917
50|0.01|2|16|0.9156626506024096|0.8552631578947368|0.8602053684020897|0.8521662245800177|3.027800881456642|6.707729816436768
100|0.01|2|16|0.7956989247311828|0.8486842105263158|0.8459805959805959|0.8462823725981621|2.7380181731568882|13.157273292541504
100|0.01|2|16|0.7530864197530864|0.6907894736842105|0.6903409090909092|0.6868726714880561|2.555531909914862|12.605788946151733
100|0.01|2|16|0.85|0.8223684210526315|0.8226820324777371|0.8214332332593657|2.678272053723049|13.998120784759521
100|0.01|2|16|0.8395061728395061|0.8157894736842105|0.8154356556661428|0.8146341463414635|2.634759314583789|13.519914388656616
100|0.01|2|16|0.9080459770114943|0.868421052631579|0.8684921635741307|0.8644551453540217|3.553763791525853|12.999221801757812
150|0.01|2|16|0.797752808988764|0.8355263157894737|0.8335065835065836|0.8339088246863937|3.153140542941401|19.990982055664062
150|0.01|2|16|0.8|0.756578947368421|0.7535511363636364|0.7518422097692273|2.642970590302866|20.939600944519043
150|0.01|2|16|0.8974358974358975|0.8618421052631579|0.8637157324951983|0.8613560352690787|2.408613943734963|19.80189347267151
150|0.01|2|16|0.8674698795180723|0.8552631578947368|0.8540247948314998|0.8540247948314998|2.7361025922582485|19.31400752067566
150|0.01|2|16|0.8928571428571429|0.8355263157894737|0.8383174202846333|0.8316722037652269|3.098394251879654|19.44418215751648
200|0.01|2|16|0.8043478260869565|0.8552631578947368|0.8527373527373527|0.8532045654082528|2.472026197654486|26.64041519165039
200|0.01|2|16|0.7654320987654321|0.7039473684210527|0.7038352272727273|0.7001972386587771|3.2839433146218653|26.335027933120728
200|0.01|2|16|0.8875|0.8618421052631579|0.8624934520691461|0.8611147369795066|2.9941074826310796|25.94541025161743
200|0.01|2|16|0.8674698795180723|0.8552631578947368|0.8540247948314998|0.8540247948314998|2.4296512190303474|26.269067764282227
200|0.01|2|16|0.9156626506024096|0.8552631578947368|0.8602053684020897|0.8521662245800177|3.040972040631459|25.671550750732422
50|0.01|4|16|0.7419354838709677|0.7828947368421053|0.7801455301455301|0.7794486215538847|2.673618548702507|15.76316499710083
50|0.01|4|16|0.8|0.756578947368421|0.7535511363636364|0.7518422097692273|3.316456954140449|15.632843494415283
50|0.01|4|16|0.9|0.875|0.8757639252662826|0.8743419048862202|3.1725696519570192|14.870569944381714
50|0.01|4|16|0.8313253012048193|0.8157894736842105|0.8142133752400909|0.8142133752400909|2.752167854239815|15.444552659988403
50|0.01|4|16|0.8850574712643678|0.8421052631578947|0.8411097099621689|0.8373461744248261|3.2392741185612977|15.964239358901978
100|0.01|4|16|0.7934782608695652|0.8421052631578947|0.8395703395703396|0.8398595258999122|3.4276108293342986|28.944249153137207
100|0.01|4|16|0.7931034482758621|0.756578947368421|0.7514204545454546|0.750874861572536|2.869138872141775|30.91649079322815
100|0.01|4|16|0.9125|0.8881578947368421|0.8890343984634188|0.8875690727929338|2.9001214867748786|29.561919689178467
100|0.01|4|16|0.8588235294117647|0.8552631578947368|0.8528025144054479|0.853641456582633|2.6105203325569164|29.963964223861694
100|0.01|4|16|0.9058823529411765|0.8552631578947368|0.8575031525851198|0.8515625|3.14733885655005|31.170254230499268
150|0.01|4|16|0.797752808988764|0.8355263157894737|0.8335065835065836|0.8339088246863937|3.0828740808829025|43.547597885131836
150|0.01|4|16|0.8|0.756578947368421|0.7535511363636364|0.7518422097692273|2.705897337898932|48.96699833869934
150|0.01|4|16|0.8831168831168831|0.8421052631578947|0.8444211629125196|0.8416666666666666|2.5180539457287523|45.8266978263855
150|0.01|4|16|0.8292682926829268|0.8092105263157895|0.8081892788545486|0.8078046653586222|2.7857217466735165|43.978163719177246
150|0.01|4|16|0.9024390243902439|0.8355263157894737|0.8410196361016034|0.8323258174116401|2.889128614413494|44.12699294090271
200|0.01|4|16|0.7802197802197802|0.8223684210526315|0.81999306999307|0.8201183431952662|2.7897172355515067|59.40946412086487
200|0.01|4|16|0.7586206896551724|0.7171052631578947|0.7109375|0.7104761904761905|3.205435086725629|58.65311026573181
200|0.01|4|16|0.8809523809523809|0.875|0.8733193644141785|0.8737707067616591|2.78851205065439|58.234778881073
200|0.01|4|16|0.8292682926829268|0.8092105263157895|0.8081892788545486|0.8078046653586222|3.0872146002802765|61.234657764434814
200|0.01|4|16|0.8641975308641975|0.7894736842105263|0.7944514501891551|0.7857646229739252|3.2731723687138583|58.417218923568726
50|0.01|6|16|0.7666666666666667|0.8026315789473685|0.8004158004158004|0.8004201680672269|2.778926076112839|23.99163556098938
50|0.01|6|16|0.7666666666666667|0.7368421052631579|0.7279829545454546|0.7289102907080436|2.549041406993638|26.533740520477295
50|0.01|6|16|0.8295454545454546|0.8355263157894737|0.8310633839706653|0.8329156223893066|3.0765461428964045|22.89149260520935
50|0.01|6|16|0.8214285714285714|0.8092105263157895|0.8069669984284966|0.8073342366362166|3.0853089086449472|24.37881326675415
50|0.01|6|16|0.8705882352941177|0.8157894736842105|0.8164294721671771|0.8110795454545455|2.9229054657553206|23.831542015075684
100|0.01|6|16|0.7692307692307693|0.8092105263157895|0.8068260568260568|0.8067937760245453|3.1092468052520417|45.88705778121948
100|0.01|6|16|0.7951807228915663|0.743421052631579|0.7421875|0.7393483709273183|3.0496169674006524|48.83443999290466
100|0.01|6|16|0.8705882352941177|0.868421052631579|0.8660729876025842|0.8669467787114846|3.2906997193786083|44.30609703063965
100|0.01|6|16|0.8045977011494253|0.8026315789473685|0.7984983411908504|0.7998244073748904|3.2970178989635315|44.2659330368042
100|0.01|6|16|0.8780487804878049|0.8092105263157895|0.8136371824896416|0.8054979481975026|3.0525257823901484|47.123191595077515
150|0.01|6|16|0.7912087912087912|0.8355263157894737|0.8331600831600832|0.8334429103659873|3.334697835132829|67.6247627735138
150|0.01|6|16|0.7738095238095238|0.7236842105263158|0.7208806818181819|0.718816067653277|3.1535988762334455|72.60277986526489
150|0.01|6|16|0.8235294117647058|0.8157894736842105|0.8129910948140389|0.8137254901960784|2.5200461155254743|66.48221015930176
150|0.01|6|16|0.8202247191011236|0.8289473684210527|0.823817007159071|0.8259337561663144|2.892420815391233|71.62885403633118
150|0.01|6|16|0.9166666666666666|0.8618421052631579|0.8656998738965952|0.8586046511627906|3.0974669787610765|69.13118076324463
200|0.01|6|16|0.7608695652173914|0.8026315789473685|0.8000693000693001|0.7998244073748904|3.1260910967175732|91.8131628036499
200|0.01|6|16|0.7640449438202247|0.7302631578947368|0.7223011363636364|0.7227634681258064|2.6054948343298747|94.99534487724304
200|0.01|6|16|0.891566265060241|0.881578947368421|0.8805657412257726|0.8805657412257726|3.1581151324353414|96.2034809589386
200|0.01|6|16|0.825|0.7960526315789473|0.7961410860834643|0.7949788974459383|3.1275179978983942|100.14217877388
200|0.01|6|16|0.8658536585365854|0.7960526315789473|0.7999459556836606|0.7920840135904337|3.1536559709456924|94.42886018753052
50|0.1|1|16|0.8314606741573034|0.875|0.8730076230076229|0.8737707067616591|10.913093379233032|3.524306297302246
50|0.1|1|16|0.8554216867469879|0.8092105263157895|0.8096590909090908|0.8061821219715957|8.693868040121743|3.3112235069274902
50|0.1|1|16|0.8765432098765432|0.8552631578947368|0.855247075257552|0.8543554006968641|9.562414812324278|3.3269331455230713
50|0.1|1|16|0.7976190476190477|0.7828947368421053|0.7804260520342239|0.7807596485860396|7.8402928644936765|3.351710081100464
50|0.1|1|16|0.8902439024390244|0.8223684210526315|0.8273284092956223|0.8189118828045714|11.983496668981388|3.4097068309783936
100|0.1|1|16|0.7840909090909091|0.8157894736842105|0.8139293139293139|0.8142133752400907|15.49392457704198|6.635345220565796
100|0.1|1|16|0.8314606741573034|0.8092105263157895|0.8032670454545454|0.8039058676987411|5.551504498649592|6.663717985153198
100|0.1|1|16|0.8554216867469879|0.8421052631578947|0.8407543216343636|0.8407543216343636|10.19779504023927|6.639845848083496
100|0.1|1|16|0.8235294117647058|0.8157894736842105|0.8129910948140389|0.8137254901960784|12.258586736177676|6.640007257461548
100|0.1|1|16|0.8705882352941177|0.8157894736842105|0.8164294721671771|0.8110795454545455|11.826559266193726|6.830381393432617
150|0.1|1|16|0.7558139534883721|0.7763157894736842|0.7747747747747749|0.7749128919860626|11.303493577916015|9.905118465423584
150|0.1|1|16|0.8|0.7763157894736842|0.7684659090909092|0.7695737471018371|10.62091158637213|9.967467308044434
150|0.1|1|16|0.8674698795180723|0.8552631578947368|0.8540247948314998|0.8540247948314998|12.044334097628962|10.137102842330933
150|0.1|1|16|0.8275862068965517|0.8289473684210527|0.8250392875851231|0.8265144863915715|9.282543110261031|10.012284755706787
150|0.1|1|16|0.925|0.8486842105263158|0.8574130787245542|0.8462823725981621|19.2700314904032|10.220621585845947
200|0.1|1|16|0.7666666666666667|0.8026315789473685|0.8004158004158004|0.8004201680672269|14.511890661925463|13.596253633499146
200|0.1|1|16|0.891566265060241|0.8486842105263158|0.8501420454545454|0.8462823725981621|7.8214601987037895|13.968755006790161
200|0.1|1|16|0.8888888888888888|0.868421052631579|0.8685175484546883|0.867595818815331|7.773922387991661|13.863457918167114
200|0.1|1|16|0.8888888888888888|0.868421052631579|0.8685175484546883|0.867595818815331|5.914067208053893|13.235968112945557
200|0.1|1|16|0.9080459770114943|0.868421052631579|0.8684921635741307|0.8644551453540217|8.31890785266387|11.052686214447021
50|0.1|2|16|0.8045977011494253|0.8355263157894737|0.8338530838530839|0.8343143666884674|17.96019447222352|5.398878812789917
50|0.1|2|16|0.7802197802197802|0.756578947368421|0.7471590909090908|0.7486480446927375|22.94163340330124|5.24890398979187
50|0.1|2|16|0.8961038961038961|0.8552631578947368|0.857691636109656|0.8548611111111111|10.350331716239452|5.093883037567139
50|0.1|2|16|0.8571428571428571|0.881578947368421|0.8756766195215646|0.8790450928381963|13.336386224254966|5.530756711959839
50|0.1|2|16|0.9764705882352941|0.9342105263157895|0.9396505134210051|0.932528409090909|15.605441198684275|5.282892465591431
100|0.1|2|16|0.8333333333333334|0.8552631578947368|0.8541233541233542|0.8546339766997044|29.757710170350038|10.306971073150635
100|0.1|2|16|0.8674698795180723|0.8223684210526315|0.8231534090909092|0.8195488721804511|20.90549874480348|10.239314794540405
100|0.1|2|16|0.8658536585365854|0.8486842105263158|0.8480006984459577|0.84756921735339|31.652806736601633|10.707213640213013
100|0.1|2|16|0.8850574712643678|0.8947368421052632|0.891391653570805|0.8932396839332748|14.289229062211234|10.204623937606812
100|0.1|2|16|0.9285714285714286|0.875|0.8793911007025761|0.8720708748615725|17.991472648456693|10.415692806243896
150|0.1|2|16|0.7840909090909091|0.8157894736842105|0.8139293139293139|0.8142133752400907|25.91540332545992|15.479074478149414
150|0.1|2|16|0.8928571428571429|0.8552631578947368|0.8558238636363636|0.8527131782945736|13.70530488921031|15.323627471923828
150|0.1|2|16|0.8518518518518519|0.8289473684210527|0.8287061288632792|0.8278745644599304|14.544078047794756|15.545132875442505
150|0.1|2|16|0.872093023255814|0.875|0.8720970839881264|0.8734166118781503|19.746909449275336|15.186082363128662
150|0.1|2|16|0.9534883720930233|0.9144736842105263|0.9177625653035489|0.9120957337959874|16.93139944946961|15.394698858261108
200|0.1|2|16|0.813953488372093|0.8421052631578947|0.8406098406098406|0.8411149825783972|11.883136479869336|20.528156042099
200|0.1|2|16|0.8705882352941177|0.8355263157894737|0.8345170454545454|0.8323258174116401|26.314930640277453|21.510881423950195
200|0.1|2|16|0.8589743589743589|0.8223684210526315|0.8239043129037891|0.821743473917387|25.463169697840385|20.584115982055664
200|0.1|2|16|0.8068181818181818|0.8092105263157895|0.8045224375763925|0.8061821219715957|18.67809633005345|21.500795602798462
200|0.1|2|16|0.9411764705882353|0.8947368421052632|0.8985768330030626|0.8920454545454546|13.80669576238688|21.060108184814453
50|0.1|4|16|0.7717391304347826|0.8157894736842105|0.8132363132363132|0.8131694468832309|22.59637811779976|11.887811183929443
50|0.1|4|16|0.9036144578313253|0.8618421052631579|0.8636363636363636|0.8596491228070176|15.937108114361763|11.698559999465942
50|0.1|4|16|0.926829268292683|0.9144736842105263|0.9143530644316396|0.913843470678003|19.41999088227749|11.505854606628418
50|0.1|4|16|0.8571428571428571|0.881578947368421|0.8756766195215646|0.8790450928381963|22.6857773065567|11.55666208267212
50|0.1|4|16|0.927710843373494|0.868421052631579|0.8738965952080706|0.865605658709107|30.779258221387863|11.707538366317749
100|0.1|4|16|0.7731958762886598|0.8355263157894737|0.8321205821205822|0.8316722037652271|35.81407214701176|23.414453983306885
100|0.1|4|16|0.8850574712643678|0.8618421052631579|0.859375|0.8586046511627907|29.989429915323853|23.579597234725952
100|0.1|4|16|0.868421052631579|0.8223684210526315|0.8251265933298411|0.8219908913467795|23.61378489434719|23.095367431640625
100|0.1|4|16|0.8461538461538461|0.868421052631579|0.8624061463244281|0.865605658709107|38.0594268143177|23.113011121749878
100|0.1|4|16|0.9012345679012346|0.8289473684210527|0.8355251306070979|0.8259337561663143|45.91348411887884|23.72595739364624
150|0.1|4|16|0.8505747126436781|0.8881578947368421|0.8865211365211365|0.8873337693481578|40.67191736213863|34.769577741622925
150|0.1|4|16|0.7938144329896907|0.7960526315789473|0.78125|0.7859641153758801|45.40192100405693|36.31471633911133
150|0.1|4|16|0.8295454545454546|0.8355263157894737|0.8310633839706653|0.8329156223893066|32.27267932519317|37.48932147026062
150|0.1|4|16|0.8452380952380952|0.8355263157894737|0.8335079448227694|0.8339088246863936|33.811291912337765|37.27665424346924
150|0.1|4|16|0.8947368421052632|0.7960526315789473|0.8080526031345703|0.7940469426111281|47.60205127298832|36.74490022659302
200|0.1|4|16|0.8214285714285714|0.8421052631578947|0.840956340956341|0.8414188836724048|42.76749965921044|48.35686779022217
200|0.1|4|16|0.7222222222222222|0.47368421052631576|0.5348011363636364|0.4206213074137603|52.02549200318754|48.36291027069092
200|0.1|4|16|0.8666666666666667|0.8881578947368421|0.8829229963331587|0.8859815558399153|42.68048293600441|51.016433000564575
200|0.1|4|16|0.8735632183908046|0.881578947368421|0.8781211803736686|0.879894644424934|42.88980957400054|48.62823033332825
200|0.1|4|16|0.9493670886075949|0.868421052631579|0.8793010268420105|0.8665496049165935|55.457421673461795|47.32527732849121
50|0.1|6|16|0.648936170212766|0.6710526315789473|0.668052668052668|0.6652572233967584|29.807895600795746|18.794517278671265
50|0.1|6|16|0.7938144329896907|0.7960526315789473|0.78125|0.7859641153758801|30.07694584131241|18.251218795776367
50|0.1|6|16|0.7525773195876289|0.7763157894736842|0.7658459926663175|0.7684587813620072|30.296643793582916|18.25806999206543
50|0.1|6|16|0.8620689655172413|0.868421052631579|0.8648507071765322|0.8665496049165935|23.47429995238781|18.088799715042114
50|0.1|6|16|0.9183673469387755|0.9407894736842105|0.9289317240136912|0.9370600414078676|28.265173375606537|18.228851556777954
100|0.1|6|16|0.8105263157894737|0.875|0.871968121968122|0.8725676212328465|39.749226585030556|36.13862752914429
100|0.1|6|16|0.8795180722891566|0.8355263157894737|0.8366477272727273|0.8329156223893066|36.8076528608799|37.6812641620636
