|Concept|Class
9396|Ischemia|http://dbpedia.org/resource/Category:Ischemia
9397|Ischemia|http://dbpedia.org/resource/Category:Angiology
9398|Stenosis|http://dbpedia.org/resource/Category:Gross_pathology
9399|Stenosis|http://dbpedia.org/resource/Category:Medical_terminology
9400|Bleeding|http://dbpedia.org/resource/Category:Bleeding
9401|Bleeding|http://dbpedia.org/resource/Category:Transfusion_medicine
9402|Hypertension|http://dbpedia.org/resource/Category:Blood_pressure
9403|Hypertension|http://dbpedia.org/resource/Category:Hypertension
9404|Hypertension|http://dbpedia.org/resource/Category:Articles_containing_video_clips
9405|Hypertension|http://dbpedia.org/resource/Category:Wikipedia_medicine_articles_ready_to_translate_(full)
9406|Hypertension|http://dbpedia.org/resource/Category:Aging-associated_diseases
9407|Hypertension|http://dbpedia.org/resource/Category:Medical_conditions_related_to_obesity
9408|Hypertension|http://dbpedia.org/resource/Category:Wikipedia_neurology_articles_ready_to_translate
9409|Histology|http://dbpedia.org/resource/Category:Histochemistry
9410|Histology|http://dbpedia.org/resource/Category:Histotechnology
9411|Histology|http://dbpedia.org/resource/Category:Anatomy
9412|Histology|http://dbpedia.org/resource/Category:Histology
9413|Histology|http://dbpedia.org/resource/Category:Staining
9414|Large_intestine|http://dbpedia.org/resource/Category:Organs_(anatomy)
9415|Large_intestine|http://dbpedia.org/resource/Category:Digestive_system
9416|Large_intestine|http://dbpedia.org/resource/Category:Large_intestine
9417|Mucin|http://dbpedia.org/resource/Category:Mucins
9418|Mucin|http://dbpedia.org/resource/Category:Glycoproteins
9419|Mucus|http://dbpedia.org/resource/Category:Body_fluids
9420|Mucus|http://dbpedia.org/resource/Category:Exocrine_system
9421|Mucus|http://dbpedia.org/resource/Category:Symptoms_and_signs:_Respiratory_system
9422|Mucus|http://dbpedia.org/resource/Category:Excretion
9423|Polyp_(zoology)|http://dbpedia.org/resource/Category:Cnidarian_biology
9424|Dysplasia|http://dbpedia.org/resource/Category:Oncology
9425|Dysplasia|http://dbpedia.org/resource/Category:Induced_stem_cells
9426|Dysplasia|http://dbpedia.org/resource/Category:Histopathology
9427|Dysplasia|http://dbpedia.org/resource/Category:Noninflammatory_disorders_of_female_genital_tract
9428|Gland|http://dbpedia.org/resource/Category:Glands
9429|Lymphatic_system|http://dbpedia.org/resource/Category:Animal_anatomy
9430|Lymphatic_system|http://dbpedia.org/resource/Category:Angiology
9431|Lymphatic_system|http://dbpedia.org/resource/Category:Lymphatic_system
9432|Lymphatic_vessel|http://dbpedia.org/resource/Category:Lymphatic_system
9433|DR_(broadcaster)|http://dbpedia.org/resource/Category:Television_in_Denmark
9434|DR_(broadcaster)|http://dbpedia.org/resource/Category:Radio_in_Denmark
9435|DR_(broadcaster)|http://dbpedia.org/resource/Category:State_media
9436|DR_(broadcaster)|http://dbpedia.org/resource/Category:Mass_media_companies_established_in_1925
9437|DR_(broadcaster)|http://dbpedia.org/resource/Category:Radio_stations_established_in_1925
9438|DR_(broadcaster)|http://dbpedia.org/resource/Category:Public_corporations_of_the_Danish_Government
9439|DR_(broadcaster)|http://dbpedia.org/resource/Category:1925_establishments_in_Denmark
9440|DR_(broadcaster)|http://dbpedia.org/resource/Category:Commercial-free_television_networks
9441|DR_(broadcaster)|http://dbpedia.org/resource/Category:European_Broadcasting_Union_members
9442|DR_(broadcaster)|http://dbpedia.org/resource/Category:Publicly_funded_broadcasters
9443|DR_(broadcaster)|http://dbpedia.org/resource/Category:DR_(broadcaster)
9444|Lymph_node|http://dbpedia.org/resource/Category:Immune_system
9445|Lymph_node|http://dbpedia.org/resource/Category:Lymphatic_system
9446|Lymph_node|http://dbpedia.org/resource/Category:Lymphoid_organ
9447|Vertebra|http://dbpedia.org/resource/Category:Irregular_bones
9448|Vertebra|http://dbpedia.org/resource/Category:Skeletal_system
9449|Vertebra|http://dbpedia.org/resource/Category:Vertebrate_anatomy
9450|Ageism|http://dbpedia.org/resource/Category:Youth_rights
9451|Ageism|http://dbpedia.org/resource/Category:1969_neologisms
9452|Ageism|http://dbpedia.org/resource/Category:Human_rights_by_issue
9453|Ageism|http://dbpedia.org/resource/Category:Prejudice_and_discrimination_by_type
9454|Ageism|http://dbpedia.org/resource/Category:Ageism
9455|Cricoid_cartilage|http://dbpedia.org/resource/Category:Human_head_and_neck
9456|Cricoid_pressure|http://dbpedia.org/resource/Category:Emergency_medical_procedures
9457|Cricoid_pressure|http://dbpedia.org/resource/Category:Airway_management
9458|Dominican_Republic|http://dbpedia.org/resource/Category:Former_Spanish_colonies
9459|Dominican_Republic|http://dbpedia.org/resource/Category:Island_countries
9460|Dominican_Republic|http://dbpedia.org/resource/Category:Small_Island_Developing_States
9461|Dominican_Republic|http://dbpedia.org/resource/Category:Countries_in_North_America
9462|Dominican_Republic|http://dbpedia.org/resource/Category:Countries_in_the_Caribbean
9463|Dominican_Republic|http://dbpedia.org/resource/Category:Former_colonies_in_North_America
9464|Dominican_Republic|http://dbpedia.org/resource/Category:Dominican_Republic
9465|Dominican_Republic|http://dbpedia.org/resource/Category:Christian_states
9466|Dominican_Republic|http://dbpedia.org/resource/Category:Spanish_Caribbean
