|Concept|Class
183|Continuous_mapping_theorem|http://dbpedia.org/ontology/Protein
184|Omega|http://dbpedia.org/ontology/RadioStation
185|Exponential_distribution|http://www.w3.org/2002/07/owl#Thing
186|Lambda|http://www.w3.org/2002/07/owl#Thing
187|Lambda|http://dbpedia.org/ontology/RadioStation
188|Law_of_large_numbers|http://www.w3.org/2002/07/owl#Thing
189|Taylor_series|http://www.w3.org/2002/07/owl#Thing
190|Theta|http://www.w3.org/2002/07/owl#Thing
191|Theta|http://dbpedia.org/ontology/RadioStation
192|Zinc|http://www.w3.org/2002/07/owl#Thing
193|Zinc|http://dbpedia.org/ontology/MilitaryUnit
194|All_models_are_wrong|http://dbpedia.org/ontology/Book
195|Poisson_distribution|http://www.w3.org/2002/07/owl#Thing
196|Probability_density_function|http://www.w3.org/2002/07/owl#Thing
197|Probability_density_function|http://dbpedia.org/ontology/Disease
198|Probability_mass_function|http://dbpedia.org/ontology/Disease
199|Statistical_model|http://www.w3.org/2002/07/owl#Thing
200|Bernoulli_trial|http://dbpedia.org/ontology/Organisation
201|Censoring_(statistics)|http://dbpedia.org/ontology/Disease
202|Linear_regression|http://www.w3.org/2002/07/owl#Thing
203|Linear_regression|http://dbpedia.org/ontology/ProgrammingLanguage
204|Nonparametric_statistics|http://dbpedia.org/ontology/FootballLeagueSeason
205|Parametric_statistics|http://dbpedia.org/ontology/Organisation
206|Sigma|http://dbpedia.org/ontology/RadioStation
207|Ultimate_tensile_strength|http://www.w3.org/2002/07/owl#Thing
208|Ultimate_tensile_strength|http://dbpedia.org/ontology/ArchitecturalStructure
209|Chinese_units_of_measurement|http://www.w3.org/2002/07/owl#Thing
210|Chinese_units_of_measurement|http://dbpedia.org/ontology/MilitaryUnit
211|Estimator|http://dbpedia.org/ontology/Country
212|Poisson_point_process|http://www.w3.org/2002/07/owl#Thing
213|Variance|http://www.w3.org/2002/07/owl#Thing
214|Probability_distribution|http://www.w3.org/2002/07/owl#Thing
215|Total_variation|http://www.w3.org/2002/07/owl#Thing
216|Total_variation_distance_of_probability_measures|http://dbpedia.org/ontology/Software
217|Information_theory|http://www.w3.org/2002/07/owl#Thing
218|Information_theory|http://dbpedia.org/ontology/Organisation
219|Probability_measure|http://www.w3.org/2002/07/owl#Thing
220|Probability_measure|http://dbpedia.org/ontology/Disease
221|Algorithm|http://www.w3.org/2002/07/owl#Thing
222|Algorithm|http://dbpedia.org/ontology/MusicGenre
223|Arg_max|http://dbpedia.org/ontology/Mountain
224|Concave_function|http://dbpedia.org/ontology/Species
225|Convex_function|http://www.w3.org/2002/07/owl#Thing
226|Calculus|http://www.w3.org/2002/07/owl#Thing
227|Calculus|http://dbpedia.org/ontology/Book
228|Convex_set|http://www.w3.org/2002/07/owl#Thing
229|Convex_set|http://dbpedia.org/ontology/Settlement
230|Gradient_descent|http://dbpedia.org/ontology/Software
231|Matrix_(mathematics)|http://www.w3.org/2002/07/owl#Thing
232|Factorial|http://www.w3.org/2002/07/owl#Thing
233|Likelihood_function|http://www.w3.org/2002/07/owl#Thing
234|Likelihood_function|http://dbpedia.org/ontology/Disease
235|Fisher_information|http://www.w3.org/2002/07/owl#Thing
236|Covariance_matrix|http://www.w3.org/2002/07/owl#Thing
237|Polynomial|http://www.w3.org/2002/07/owl#Thing
238|Polynomial|http://dbpedia.org/ontology/Organisation
239|Condition_number|http://www.w3.org/2002/07/owl#Thing
240|Determinant|http://www.w3.org/2002/07/owl#Thing
241|Method_of_moments_(statistics)|http://dbpedia.org/ontology/Software
242|Popular_Mobilization_Forces|http://www.w3.org/2002/07/owl#Thing
243|Popular_Mobilization_Forces|http://schema.org/Organization
244|Popular_Mobilization_Forces|http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Agent
245|Popular_Mobilization_Forces|http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#SocialPerson
246|Popular_Mobilization_Forces|http://dbpedia.org/ontology/Agent
247|Popular_Mobilization_Forces|http://dbpedia.org/ontology/MilitaryUnit
248|Popular_Mobilization_Forces|http://dbpedia.org/ontology/Organisation
249|Maple_syrup|http://www.w3.org/2002/07/owl#Thing
250|Maple_syrup|http://dbpedia.org/ontology/Food
251|Plug-in_(computing)|http://dbpedia.org/ontology/MilitaryUnit
252|Plug-in_(computing)|http://dbpedia.org/ontology/MusicGenre
253|Bayesian_statistics|http://www.w3.org/2002/07/owl#Thing
254|Null_hypothesis|http://www.w3.org/2002/07/owl#Thing
255|Status_quo|http://dbpedia.org/ontology/Person
256|Type_I_and_type_II_errors|http://www.w3.org/2002/07/owl#Thing
257|Uniformly_most_powerful_test|http://dbpedia.org/ontology/Book
258|P-value|http://www.w3.org/2002/07/owl#Thing
259|P-value|http://dbpedia.org/ontology/Disease
260|Test_statistic|http://dbpedia.org/ontology/Software
261|Tilde|http://www.w3.org/2002/07/owl#Thing
262|Abraham_Wald|http://www.w3.org/2002/07/owl#Thing
263|Abraham_Wald|http://xmlns.com/foaf/0.1/Person
264|Abraham_Wald|http://dbpedia.org/ontology/Person
265|Abraham_Wald|http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson
266|Abraham_Wald|http://dbpedia.org/ontology/Animal
267|Abraham_Wald|http://dbpedia.org/ontology/Eukaryote
268|Abraham_Wald|http://dbpedia.org/ontology/Scientist
269|Abraham_Wald|http://dbpedia.org/ontology/Species
270|Abraham_Wald|http://schema.org/Person
271|Asymptotic_distribution|http://www.w3.org/2002/07/owl#Thing
272|Asymptotic_distribution|http://dbpedia.org/ontology/Software
273|Transpose|http://www.w3.org/2002/07/owl#Thing
274|Differential_geometry|http://www.w3.org/2002/07/owl#Thing
275|Differential_geometry|http://dbpedia.org/ontology/Sport
276|Likelihood-ratio_test|http://www.w3.org/2002/07/owl#Thing
277|Likelihood-ratio_test|http://dbpedia.org/ontology/Cricketer
278|Brownian_bridge|http://www.w3.org/2002/07/owl#Thing
279|Brownian_motion|http://www.w3.org/2002/07/owl#Thing
280|Brownian_motion|http://dbpedia.org/ontology/Work
281|Covariance|http://dbpedia.org/ontology/Software
282|Empirical_distribution_function|http://www.w3.org/2002/07/owl#Thing
283|Empirical_distribution_function|http://dbpedia.org/ontology/Disease
284|Stochastic_process|http://www.w3.org/2002/07/owl#Thing
285|Stochastic_process|http://dbpedia.org/ontology/Book
286|Marginal_distribution|http://dbpedia.org/ontology/Software
287|Binomial_distribution|http://www.w3.org/2002/07/owl#Thing
