|Concept|Class
288|Bijection|http://dbpedia.org/resource/Category:Functions_and_mappings
289|Hilbert_space|http://dbpedia.org/resource/Category:Hilbert_space
290|Hilbert_space|http://dbpedia.org/resource/Category:Operator_theory
291|Hilbert_space|http://dbpedia.org/resource/Category:Linear_algebra
292|Hilbert_space|http://dbpedia.org/resource/Category:Functional_analysis
293|Hilbert_space|http://dbpedia.org/resource/Category:David_Hilbert
294|Indicator_function|http://dbpedia.org/resource/Category:Basic_concepts_in_set_theory
295|Indicator_function|http://dbpedia.org/resource/Category:Types_of_functions
296|Indicator_function|http://dbpedia.org/resource/Category:Probability_theory
297|Indicator_function|http://dbpedia.org/resource/Category:Integral_calculus
298|Indicator_function|http://dbpedia.org/resource/Category:Mathematical_logic
299|Indicator_function|http://dbpedia.org/resource/Category:Measure_theory
300|Indicator_function|http://dbpedia.org/resource/Category:Real_analysis
301|Inner_product_space|http://dbpedia.org/resource/Category:Bilinear_forms
302|Inner_product_space|http://dbpedia.org/resource/Category:Normed_spaces
303|Integral|http://dbpedia.org/resource/Category:Linear_operators_in_calculus
304|Integral|http://dbpedia.org/resource/Category:Functions_and_mappings
305|Integral|http://dbpedia.org/resource/Category:Integrals
306|Isometry|http://dbpedia.org/resource/Category:Equivalence_(mathematics)
307|Isometry|http://dbpedia.org/resource/Category:Functions_and_mappings
308|Isometry|http://dbpedia.org/resource/Category:Symmetry
309|Isometry|http://dbpedia.org/resource/Category:Riemannian_geometry
310|Isometry|http://dbpedia.org/resource/Category:Metric_geometry
311|Dot_product|http://dbpedia.org/resource/Category:Articles_containing_proofs
312|Dot_product|http://dbpedia.org/resource/Category:Operations_on_vectors
313|Dot_product|http://dbpedia.org/resource/Category:Analytic_geometry
314|Dot_product|http://dbpedia.org/resource/Category:Bilinear_forms
315|Dot_product|http://dbpedia.org/resource/Category:Scalars
316|Dot_product|http://dbpedia.org/resource/Category:Tensors
317|Heat_equation|http://dbpedia.org/resource/Category:Heat_conduction
318|Heat_equation|http://dbpedia.org/resource/Category:Diffusion
319|Heat_equation|http://dbpedia.org/resource/Category:Heat_transfer
320|Heat_equation|http://dbpedia.org/resource/Category:Parabolic_partial_differential_equations
321|Manifold|http://dbpedia.org/resource/Category:Manifolds
322|Manifold|http://dbpedia.org/resource/Category:Geometry_processing
323|Normed_vector_space|http://dbpedia.org/resource/Category:Banach_spaces
324|Normed_vector_space|http://dbpedia.org/resource/Category:Normed_spaces
325|Creative_Commons_license|http://dbpedia.org/resource/Category:Public_copyright_licenses
326|Creative_Commons_license|http://dbpedia.org/resource/Category:Articles_containing_video_clips
327|Creative_Commons_license|http://dbpedia.org/resource/Category:Creative_Commons
328|Creative_Commons_license|http://dbpedia.org/resource/Category:Copyleft_software_licenses
329|Creative_Commons_license|http://dbpedia.org/resource/Category:Intellectual_property_law
330|Creative_Commons_license|http://dbpedia.org/resource/Category:Intellectual_property_activism
331|Creative_Commons_license|http://dbpedia.org/resource/Category:Computer_law
332|Creative_Commons_license|http://dbpedia.org/resource/Category:Copyleft
333|Creative_Commons_license|http://dbpedia.org/resource/Category:Free_content_licenses
334|Data_dredging|http://dbpedia.org/resource/Category:Scientific_misconduct
335|Data_dredging|http://dbpedia.org/resource/Category:Statistical_hypothesis_testing
336|Data_dredging|http://dbpedia.org/resource/Category:Design_of_experiments
337|Data_dredging|http://dbpedia.org/resource/Category:Ethically_disputed_research_practices
338|Data_dredging|http://dbpedia.org/resource/Category:Misuse_of_statistics
339|Data_dredging|http://dbpedia.org/resource/Category:Data_mining
340|Data_dredging|http://dbpedia.org/resource/Category:Bias
341|Data_dredging|http://dbpedia.org/resource/Category:Cognitive_biases
342|Eigenvalues_and_eigenvectors|http://dbpedia.org/resource/Category:Matrix_theory
343|Eigenvalues_and_eigenvectors|http://dbpedia.org/resource/Category:Linear_algebra
344|Eigenvalues_and_eigenvectors|http://dbpedia.org/resource/Category:Abstract_algebra
345|Eigenvalues_and_eigenvectors|http://dbpedia.org/resource/Category:Mathematical_physics
346|Eigenvalues_and_eigenvectors|http://dbpedia.org/resource/Category:Singular_value_decomposition
347|LaTeX|http://dbpedia.org/resource/Category:Formula_editors
348|LaTeX|http://dbpedia.org/resource/Category:Free_typesetting_software
349|LaTeX|http://dbpedia.org/resource/Category:1983_software
350|LaTeX|http://dbpedia.org/resource/Category:Software_using_the_LPPL_license
351|LaTeX|http://dbpedia.org/resource/Category:Typography_software
352|LaTeX|http://dbpedia.org/resource/Category:Open_formats
353|LaTeX|http://dbpedia.org/resource/Category:Declarative_markup_languages
354|LaTeX|http://dbpedia.org/resource/Category:Free_TeX_software
355|LaTeX|http://dbpedia.org/resource/Category:Free_text_editors
356|LaTeX|http://dbpedia.org/resource/Category:SRI_International_software
357|MIT_OpenCourseWare|http://dbpedia.org/resource/Category:Creative_Commons-licensed_works
358|MIT_OpenCourseWare|http://dbpedia.org/resource/Category:American_educational_websites
359|MIT_OpenCourseWare|http://dbpedia.org/resource/Category:Articles_containing_video_clips
360|MIT_OpenCourseWare|http://dbpedia.org/resource/Category:OpenCourseWare
361|MIT_OpenCourseWare|http://dbpedia.org/resource/Category:Massachusetts_Institute_of_Technology
362|MIT_OpenCourseWare|http://dbpedia.org/resource/Category:Internet_properties_established_in_2002
363|MIT_OpenCourseWare|http://dbpedia.org/resource/Category:Open_educational_resources
364|MIT_OpenCourseWare|http://dbpedia.org/resource/Category:Digital_humanities_projects
365|Machine_learning|http://dbpedia.org/resource/Category:Machine_learning
366|Machine_learning|http://dbpedia.org/resource/Category:Cybernetics
367|Machine_learning|http://dbpedia.org/resource/Category:Learning
368|Massachusetts_Institute_of_Technology|http://dbpedia.org/resource/Category:Private_universities_and_colleges_in_Massachusetts
369|Massachusetts_Institute_of_Technology|http://dbpedia.org/resource/Category:Technological_universities_in_the_United_States
370|Massachusetts_Institute_of_Technology|http://dbpedia.org/resource/Category:Glassmaking_schools
371|Massachusetts_Institute_of_Technology|http://dbpedia.org/resource/Category:Educational_institutions_established_in_1861
372|Massachusetts_Institute_of_Technology|http://dbpedia.org/resource/Category:1861_establishments_in_Massachusetts
