Epochs,Learning rate,Layers,Channels,Time,Test Precision,Test Accuracy,Test Recall,Test F1,Loss,Duration,Model,Data
300,0.01,6,16,26.580344438552856,0.7920792079207921,0.7971830985915493,0.7937799043062201,0.7949557181363112,6.715270766771937,26.576474905014038,Reinjection,MIT
300,0.01,6,16,25.038793802261353,0.8316831683168316,0.828169014084507,0.8245192307692308,0.8257297140695794,6.91980552025052,25.035960912704468,Reinjection,MIT
300,0.01,6,16,25.492679834365845,0.868020304568528,0.8169014084507042,0.817487684729064,0.8128866940748128,8.500528649718035,25.49015712738037,Reinjection,MIT
300,0.01,6,16,28.087915658950806,0.7942583732057417,0.8056338028169014,0.8003898261758691,0.8023146018449023,7.112955339187465,28.085246324539185,Reinjection,MIT
300,0.01,6,16,23.35510492324829,0.8349514563106796,0.8235294117647058,0.818886337543054,0.8199985594122402,6.284471166783987,23.35233473777771,Reinjection,MIT
300,0.01,6,16,12.079546689987183,0.8743718592964824,0.8845070422535212,0.8821371610845294,0.8834378428593166,16.0373525889554,12.077963590621948,NoEnrichment,MIT
300,0.01,6,16,12.153133392333984,0.8838383838383839,0.8788732394366198,0.8768429487179488,0.8774692770165595,25.26093826632132,12.151437997817993,NoEnrichment,MIT
300,0.01,6,16,15.334155082702637,0.9081632653061225,0.8591549295774648,0.8617405582922824,0.8561868032149338,15.844362849999015,15.332569122314453,NoEnrichment,MIT
300,0.01,6,16,16.22815990447998,0.8762376237623762,0.8873239436619719,0.8842503834355828,0.8859474394396968,14.873575877136318,16.225419282913208,NoEnrichment,MIT
300,0.01,6,16,12.78398323059082,0.8724489795918368,0.84593837535014,0.8452449292001532,0.8439796899458876,17.371677970575547,12.782279968261719,NoEnrichment,MIT
300,0.01,6,16,15.667137622833252,0.757847533632287,0.7887323943661971,0.7811004784688995,0.7829383422603762,102.7500931546092,15.666248559951782,Conv,MIT
300,0.01,6,16,13.957705020904541,0.8169014084507042,0.8309859154929577,0.8242788461538462,0.8271328398909232,106.95773316174746,13.956891059875488,Conv,MIT
300,0.01,6,16,13.975059509277344,0.8813559322033898,0.7887323943661971,0.7990147783251231,0.7870017039863682,113.37878341972828,13.974222660064697,Conv,MIT
300,0.01,6,16,14.268203735351562,0.775609756097561,0.7774647887323943,0.7729582055214723,0.7743056952704388,122.40384222567081,14.26735544204712,Conv,MIT
300,0.01,6,16,15.21880030632019,0.7980769230769231,0.7843137254901961,0.7783199387677,0.7796384624634254,86.3126613497734,15.21800184249878,Conv,MIT
300,0.01,6,16,79.26751756668091,0.845,0.8535211267605634,0.8507974481658692,0.8520833333333333,11.544642855504208,79.26405549049377,GAT,MIT
300,0.01,6,16,73.30589747428894,0.8469387755102041,0.8338028169014085,0.8318910256410257,0.832075940639306,16.866159509227145,73.30200147628784,GAT,MIT
300,0.01,6,16,73.4039204120636,0.8505154639175257,0.7915492957746478,0.7928571428571429,0.7875008089044199,16.887745596024615,73.40058207511902,GAT,MIT
300,0.01,6,16,80.1796247959137,0.8131313131313131,0.8084507042253521,0.8057739008179958,0.8065705128205128,19.018636126362253,80.17670464515686,GAT,MIT
300,0.01,6,16,80.80762100219727,0.8877551020408163,0.8627450980392157,0.8623230003827018,0.8610000874063362,12.770725359954668,80.80415058135986,GAT,MIT
300,0.01,6,16,17.07357144355774,0.8284313725490197,0.8422535211267606,0.8386762360446571,0.8403264152155754,27.275216501289833,17.07069420814514,SAGE,MIT
300,0.01,6,16,16.24639344215393,0.9119170984455959,0.8985915492957747,0.8981570512820514,0.897707626304668,25.339994972564455,16.243940591812134,SAGE,MIT
300,0.01,6,16,17.82198452949524,0.900497512437811,0.8619718309859155,0.8619868637110016,0.8584494950727892,23.37627048876675,17.819607973098755,SAGE,MIT
300,0.01,6,16,19.24607253074646,0.8256410256410256,0.8169014084507042,0.8149763548057259,0.8154014767881856,27.068197278582375,19.243072748184204,SAGE,MIT
300,0.01,6,16,20.21000027656555,0.8706467661691543,0.8543417366946778,0.8519900497512438,0.8519900497512438,27.839545366827224,20.207228183746338,SAGE,MIT
