Epochs,Learning rate,Layers,Channels,Time,Test Precision,Test Accuracy,Test Recall,Test F1,Loss,Duration,Model,Data
300,0.01,6,16,34.5234215259552,0.8040201005025126,0.8056338028169014,0.8028708133971292,0.8038344184705571,6.234534578437888,34.52060055732727,Reinjection,MIT
300,0.01,6,16,35.84627366065979,0.8071065989847716,0.7915492957746478,0.7889423076923077,0.7892600436400976,6.247547842887798,35.84184646606445,Reinjection,MIT
300,0.01,6,16,32.48772859573364,0.8349514563106796,0.7971830985915493,0.7922824302134647,0.7910125588697017,6.288728139548766,32.48228454589844,Reinjection,MIT
300,0.01,6,16,32.9255473613739,0.8009478672985783,0.8169014084507042,0.8112698108384458,0.813491646527267,6.602766419797263,32.92295479774475,Reinjection,MIT
300,0.01,6,16,30.286943674087524,0.8269230769230769,0.8179271708683473,0.8124760811327976,0.813980520261333,7.941549002087413,30.284308433532715,Reinjection,MIT
300,0.01,6,16,16.517319679260254,0.8383838383838383,0.8422535211267606,0.839872408293461,0.8408785298072614,8.370845576630018,16.515673875808716,NoEnrichment,MIT
300,0.01,6,16,15.57416319847107,0.8535353535353535,0.8450704225352113,0.8427083333333334,0.8432746566490877,9.774883285568649,15.572849035263062,NoEnrichment,MIT
300,0.01,6,16,16.066104412078857,0.8861386138613861,0.847887323943662,0.84688013136289,0.843861992571838,9.31818717382339,16.064863204956055,NoEnrichment,MIT
300,0.01,6,16,17.028864860534668,0.8225806451612904,0.7971830985915493,0.7972105061349692,0.7963281698221456,14.400572728322004,17.0274395942688,NoEnrichment,MIT
300,0.01,6,16,17.67558717727661,0.8795811518324608,0.8431372549019608,0.8441924990432452,0.8416149068322981,9.630941854571574,17.672788858413696,NoEnrichment,MIT
300,0.01,6,16,13.270754337310791,0.6527777777777778,0.6507042253521127,0.64377990430622,0.643343271973036,134.58901298046112,13.26830768585205,Conv,MIT
300,0.01,6,16,11.698987483978271,0.71875,0.6873239436619718,0.6850961538461539,0.6847625218998248,136.07284465432167,11.697014093399048,Conv,MIT
300,0.01,6,16,12.911736965179443,0.7663043478260869,0.6845070422535211,0.6874384236453202,0.6806528304311508,140.40933859348297,12.911030530929565,Conv,MIT
300,0.01,6,16,12.003450393676758,0.7455621301775148,0.6929577464788732,0.6962231595092024,0.6928700124614053,145.77215081453323,12.001826763153076,Conv,MIT
300,0.01,6,16,11.406317472457886,0.7071823204419889,0.6470588235294118,0.6485361653272101,0.6453194978868353,139.9378508925438,11.404739141464233,Conv,MIT
300,0.01,6,16,90.22120189666748,0.7609756097560976,0.7661971830985915,0.7620414673046252,0.7631906771147277,28.001992065976083,90.21057891845703,GAT,MIT
300,0.01,6,16,87.78078293800354,0.7817258883248731,0.7633802816901408,0.7604967948717949,0.7607816711590296,29.54295739410736,87.77607345581055,GAT,MIT
300,0.01,6,16,83.10524368286133,0.8109452736318408,0.7605633802816901,0.7570607553366174,0.754453205738512,31.62315768998087,83.10055637359619,GAT,MIT
300,0.01,6,16,83.33136439323425,0.8010204081632653,0.7915492957746478,0.789222264826176,0.7897323429595953,26.625027195150324,83.32295274734497,GAT,MIT
300,0.01,6,16,82.48059964179993,0.8297872340425532,0.7843137254901961,0.7854955989284347,0.782566739173423,31.557339144928847,82.47473454475403,GAT,MIT
300,0.01,6,16,21.149302005767822,0.8112244897959183,0.8084507042253521,0.8062998405103668,0.8069788268406576,14.696464808941528,21.146737337112427,SAGE,MIT
300,0.01,6,16,21.746379137039185,0.841025641025641,0.8253521126760563,0.8236378205128205,0.8236378205128205,13.4543464811195,21.7441303730011,SAGE,MIT
300,0.01,6,16,21.709903478622437,0.875,0.8140845070422535,0.8172413793103448,0.8107675906183369,18.565681313197274,21.70715355873108,SAGE,MIT
300,0.01,6,16,23.42774534225464,0.8232323232323232,0.819718309859155,0.8171172034764826,0.8179487179487179,17.53978515773997,23.42532992362976,SAGE,MIT
300,0.01,6,16,21.17654013633728,0.8484848484848485,0.8235294117647058,0.8217566016073479,0.8210526315789474,23.83554843370075,21.17374873161316,SAGE,MIT
