Epochs,Learning rate,Layers,Channels,Time,Embedding,Class,Test Precision,Test Accuracy,Test Recall,Test F1,Loss,Duration,Model,Data
300,0.01,6,64,16.605719804763794,embedd-er,dct,0.6904761904761905,0.6967741935483871,0.6960359760159893,0.6959642752806644,17.283358367261826,16.603451251983643,Reinjection,Stanford
300,0.01,6,64,16.20854640007019,embedd-er,dct,0.8452380952380952,0.8258064516129032,0.8247899159663865,0.8243736623442024,20.74381636868202,16.206233739852905,Reinjection,Stanford
300,0.01,6,64,15.223621845245361,embedd-er,dct,0.8409090909090909,0.8451612903225807,0.8418846411804158,0.8432760364004045,23.415529765399697,15.221445322036743,Reinjection,Stanford
300,0.01,6,64,15.231114864349365,embedd-er,dct,0.8,0.7419354838709677,0.7408138736263736,0.7371099050203528,24.266423662484158,15.228933095932007,Reinjection,Stanford
300,0.01,6,64,16.03474450111389,embedd-er,dct,0.8823529411764706,0.8258064516129032,0.8282436162870945,0.8222250541608258,12.057397324388148,16.032085180282593,Reinjection,Stanford
300,0.01,6,64,10.91928505897522,embedd-er,dct,0.7333333333333333,0.7612903225806451,0.7598267821452365,0.7593268706198328,34.98991176669733,10.917720556259155,NoEnrichment,Stanford
300,0.01,6,64,10.355858087539673,embedd-er,dct,0.8433734939759037,0.8193548387096774,0.8189075630252101,0.818075117370892,23.592082119612314,10.354400873184204,NoEnrichment,Stanford
300,0.01,6,64,10.097605228424072,embedd-er,dct,0.8452380952380952,0.832258064516129,0.8310697518443997,0.8310697518443997,21.10489822526506,10.09604024887085,NoEnrichment,Stanford
300,0.01,6,64,10.274025678634644,embedd-er,dct,0.8333333333333334,0.7741935483870968,0.7752403846153846,0.7703703703703704,24.995973186356423,10.272328853607178,NoEnrichment,Stanford
300,0.01,6,64,10.172645092010498,embedd-er,dct,0.875,0.832258064516129,0.831176673567978,0.8277777777777778,21.254389231202367,10.17116928100586,NoEnrichment,Stanford
300,0.01,6,64,8.480950117111206,embedd-er,dct,0.6951219512195121,0.6967741935483871,0.6962858094603597,0.6963191462753762,67.58741464465857,8.479883909225464,Conv,Stanford
300,0.01,6,64,8.744038820266724,embedd-er,dct,0.7380952380952381,0.7096774193548387,0.707563025210084,0.7072894372403373,84.68375220522285,8.743167161941528,Conv,Stanford
300,0.01,6,64,8.649385690689087,embedd-er,dct,0.7906976744186046,0.7806451612903226,0.7780013413816231,0.7785714285714286,81.28803776949644,8.648688554763794,Conv,Stanford
300,0.01,6,64,8.644345760345459,embedd-er,dct,0.8095238095238095,0.7483870967741936,0.7486263736263736,0.7441269841269842,85.19320587068796,8.643586874008179,Conv,Stanford
300,0.01,6,64,8.90418004989624,embedd-er,dct,0.8607594936708861,0.7741935483870968,0.782263630089717,0.7717615381379107,88.19114677608013,8.903489589691162,Conv,Stanford
300,0.01,6,64,101.84009170532227,embedd-er,dct,0.7317073170731707,0.7354838709677419,0.7350099933377748,0.7350869148359664,91.83516471087933,101.8369128704071,GAT,Stanford
300,0.01,6,64,103.39960384368896,embedd-er,dct,0.7777777777777778,0.7741935483870968,0.76890756302521,0.7703703703703704,54.137384430971,103.39321208000183,GAT,Stanford
300,0.01,6,64,101.64515686035156,embedd-er,dct,0.7303370786516854,0.7225806451612903,0.7178906773977196,0.7187882367832581,81.50799581594765,101.64206027984619,GAT,Stanford
300,0.01,6,64,101.7643883228302,embedd-er,dct,0.8095238095238095,0.7483870967741936,0.7486263736263736,0.7441269841269842,58.91968796122819,101.7613685131073,GAT,Stanford
300,0.01,6,64,103.43345832824707,embedd-er,dct,0.8414634146341463,0.7677419354838709,0.7718253968253967,0.7641987829614605,55.98536703339778,103.42351508140564,GAT,Stanford
300,0.01,6,64,15.497100114822388,embedd-er,dct,0.7790697674418605,0.8,0.7990506329113924,0.799164054336468,20.164752426630002,15.494586706161499,SAGE,Stanford
300,0.01,6,64,14.895248889923096,embedd-er,dct,0.8941176470588236,0.8838709677419355,0.8827731092436975,0.8827731092436975,17.867977310572314,14.89281153678894,SAGE,Stanford
300,0.01,6,64,14.504512786865234,embedd-er,dct,0.8095238095238095,0.7935483870967742,0.7920858484238766,0.7920858484238766,22.39298620235786,14.501957654953003,SAGE,Stanford
300,0.01,6,64,15.055444717407227,embedd-er,dct,0.8255813953488372,0.7741935483870968,0.7729223901098901,0.7695509961344038,20.86351637484404,15.052706480026245,SAGE,Stanford
300,0.01,6,64,15.985992193222046,embedd-er,dct,0.8941176470588236,0.8387096774193549,0.8416149068322981,0.8353935686674313,24.729632205515372,15.982714414596558,SAGE,Stanford
