Epochs,Learning rate,Layers,Channels,Time,Embedding,Class,Test Precision,Test Accuracy,Test Recall,Test F1,Loss,Duration,Model,Data
300,0.01,6,64,51.88730573654175,BERT,rdfs,0.8604651162790697,0.8947368421052632,0.8932778932778933,0.8940766550522649,8.43083474764353,51.883901834487915,Reinjection,OYC
300,0.01,6,64,53.1881959438324,BERT,rdfs,0.9404761904761905,0.9078947368421053,0.9098011363636364,0.9062720225510923,7.174269023355009,53.185264110565186,Reinjection,OYC
300,0.01,6,64,52.14869260787964,BERT,rdfs,0.9090909090909091,0.9276315789473685,0.9239566963506198,0.9264828738512949,8.445672016627213,52.14582681655884,Reinjection,OYC
300,0.01,6,64,54.63597512245178,BERT,rdfs,0.9285714285714286,0.9276315789473685,0.9264012572027239,0.9269198828620133,5.750432217595517,54.632450580596924,Reinjection,OYC
300,0.01,6,64,57.88348627090454,BERT,rdfs,0.9418604651162791,0.9013157894736842,0.904071338497568,0.8985720005338316,6.150970854863772,57.87912583351135,Reinjection,OYC
300,0.01,6,64,16.616522550582886,BERT,rdfs,0.9178082191780822,0.8881578947368421,0.888946638946639,0.8881530537159676,12.823121019260725,16.61369252204895,NoEnrichment,OYC
300,0.01,6,64,16.072810888290405,BERT,rdfs,0.9425287356321839,0.9276315789473685,0.9268465909090908,0.9259357696566999,13.320392289191659,16.070939302444458,NoEnrichment,OYC
300,0.01,6,64,15.598092317581177,BERT,rdfs,0.9156626506024096,0.9078947368421053,0.9071066876200453,0.9071066876200453,8.70949019685213,15.596360921859741,NoEnrichment,OYC
300,0.01,6,64,15.784948348999023,BERT,rdfs,0.9058823529411765,0.9078947368421053,0.9058844071939933,0.9068627450980393,7.831072289030999,15.783127069473267,NoEnrichment,OYC
300,0.01,6,64,15.704681158065796,BERT,rdfs,0.9534883720930233,0.9144736842105263,0.9177625653035489,0.9120957337959874,15.063387905865966,15.703038215637207,NoEnrichment,OYC
300,0.01,6,64,30.95110583305359,BERT,rdfs,0.8292682926829268,0.8421052631578947,0.8413028413028414,0.8416666666666668,121.74596334993839,30.949646472930908,Conv,OYC
300,0.01,6,64,30.938323736190796,BERT,rdfs,0.8791208791208791,0.875,0.8686079545454546,0.8709273743016759,117.04434080421925,30.937198638916016,Conv,OYC
300,0.01,6,64,30.364471673965454,BERT,rdfs,0.8620689655172413,0.868421052631579,0.8648507071765322,0.8665496049165935,123.44877144694328,30.363531351089478,Conv,OYC
300,0.01,6,64,30.219123363494873,BERT,rdfs,0.8131868131868132,0.8289473684210527,0.822594726733019,0.825287356321839,123.87328827381134,30.21818709373474,Conv,OYC
300,0.01,6,64,30.342101573944092,BERT,rdfs,0.9156626506024096,0.8552631578947368,0.8602053684020897,0.8521662245800177,137.09916278719902,30.341283321380615,Conv,OYC
300,0.01,6,64,319.06456089019775,BERT,rdfs,0.8888888888888888,0.9013157894736842,0.9007276507276507,0.9011060507482108,48.90993133117445,319.0598804950714,GAT,OYC
300,0.01,6,64,327.68843054771423,BERT,rdfs,0.8705882352941177,0.8355263157894737,0.8345170454545454,0.8323258174116401,71.25505849160254,327.68295311927795,GAT,OYC
300,0.01,6,64,322.8719334602356,BERT,rdfs,0.9111111111111111,0.9407894736842105,0.9360048891217042,0.9396372942681905,20.742688718084537,322.8665509223938,GAT,OYC
300,0.01,6,64,314.4400408267975,BERT,rdfs,0.8275862068965517,0.8289473684210527,0.8250392875851231,0.8265144863915715,107.85899843275547,314.43518805503845,GAT,OYC
300,0.01,6,64,321.0316822528839,BERT,rdfs,0.898876404494382,0.868421052631579,0.8657899477571609,0.8637992831541219,28.58517045253393,321.0271077156067,GAT,OYC
300,0.01,6,64,50.383427143096924,BERT,rdfs,0.9367088607594937,0.9407894736842105,0.9405751905751906,0.9407253347198752,9.252618793678266,50.377288579940796,SAGE,OYC
300,0.01,6,64,48.22261452674866,BERT,rdfs,0.9418604651162791,0.9210526315789473,0.9211647727272727,0.9193633952254643,10.221639887357014,48.21844434738159,SAGE,OYC
300,0.01,6,64,54.82018852233887,BERT,rdfs,0.9425287356321839,0.9605263157894737,0.9577440195564868,0.959964881474978,10.236327793845703,54.816444635391235,SAGE,OYC
300,0.01,6,64,44.606738805770874,BERT,rdfs,0.8764044943820225,0.8947368421052632,0.8901693731447529,0.8928823114869626,12.99236656793073,44.60340762138367,SAGE,OYC
300,0.01,6,64,45.25887966156006,BERT,rdfs,0.9523809523809523,0.9013157894736842,0.9067735543145379,0.8990033222591363,15.534397287294269,45.25588274002075,SAGE,OYC
