Epochs,Learning rate,Layers,Channels,Time,Embedding,Class,Test Precision,Test Accuracy,Test Recall,Test F1,Loss,Duration,Model,Data
50,0.001,1,16,0.956207275390625,embedd-er,dct,0.7011494252873564,0.7161290322580646,0.7150233177881413,0.7146921017402945,5.638366850093007,0.9545474052429199,Reinjection,Stanford
50,0.001,1,16,0.9218933582305908,embedd-er,dct,0.8313253012048193,0.8064516129032258,0.8058823529411765,0.8050804828973843,6.100932419300079,0.9210751056671143,Reinjection,Stanford
50,0.001,1,16,0.9426693916320801,embedd-er,dct,0.8433734939759037,0.8258064516129032,0.8251173708920188,0.8247560822411122,6.327390231192112,0.9417357444763184,Reinjection,Stanford
50,0.001,1,16,0.9168825149536133,embedd-er,dct,0.8571428571428571,0.8,0.8018543956043955,0.7966137566137566,5.529451144859195,0.9159994125366211,Reinjection,Stanford
50,0.001,1,16,0.934929370880127,embedd-er,dct,0.8888888888888888,0.8129032258064516,0.8198757763975155,0.8103455550398717,6.8257810696959496,0.934067964553833,Reinjection,Stanford
50,0.01,1,16,1.0014562606811523,embedd-er,dct,0.7325581395348837,0.7483870967741936,0.7474183877415057,0.7473354231974921,3.5032551561453147,1.00065016746521,Reinjection,Stanford
50,0.01,1,16,0.8992230892181396,embedd-er,dct,0.8390804597701149,0.832258064516129,0.8294117647058823,0.830215706100438,3.621995874113054,0.8982234001159668,Reinjection,Stanford
50,0.01,1,16,0.906829833984375,embedd-er,dct,0.8522727272727273,0.8580645161290322,0.8548792756539236,0.8563363667003707,3.5062490395794157,0.9052779674530029,Reinjection,Stanford
50,0.01,1,16,0.9002478122711182,embedd-er,dct,0.8314606741573034,0.7935483870967742,0.7894059065934066,0.7880341880341881,3.4205339616455603,0.8993573188781738,Reinjection,Stanford
50,0.01,1,16,0.8910367488861084,embedd-er,dct,0.8837209302325582,0.832258064516129,0.8336783988957902,0.828481443649983,3.2794708325673128,0.8901176452636719,Reinjection,Stanford
50,0.1,1,16,0.9116637706756592,embedd-er,dct,0.7558139534883721,0.7741935483870968,0.7732345103264491,0.7732497387669801,14.487434275448322,0.9108176231384277,Reinjection,Stanford
50,0.1,1,16,0.849388599395752,embedd-er,dct,0.88,0.8193548387096774,0.8239495798319327,0.8191666666666666,15.605556905269623,0.8485536575317383,Reinjection,Stanford
50,0.1,1,16,0.9002082347869873,embedd-er,dct,0.8214285714285714,0.8064516129032258,0.8050804828973843,0.8050804828973843,15.400952488183975,0.8992421627044678,Reinjection,Stanford
50,0.1,1,16,0.9160795211791992,embedd-er,dct,0.7931034482758621,0.7419354838709677,0.7384958791208791,0.7361252979230508,13.826449245214462,0.9147908687591553,Reinjection,Stanford
50,0.1,1,16,0.9013073444366455,embedd-er,dct,0.8470588235294118,0.7870967741935484,0.7881297446514838,0.7827195106410094,14.348067304585129,0.9005758762359619,Reinjection,Stanford
50,0.001,2,16,1.1253268718719482,embedd-er,dct,0.7108433734939759,0.7161290322580646,0.715522984676882,0.7155488822155489,6.487436279654503,1.1234240531921387,Reinjection,Stanford
50,0.001,2,16,1.1292295455932617,embedd-er,dct,0.8314606741573034,0.832258064516129,0.8281512605042016,0.8296991210277214,6.232318956404924,1.127838134765625,Reinjection,Stanford
50,0.001,2,16,1.2002201080322266,embedd-er,dct,0.8333333333333334,0.8451612903225807,0.84079476861167,0.8427991886409736,6.253413923084736,1.198908805847168,Reinjection,Stanford
50,0.001,2,16,1.164867639541626,embedd-er,dct,0.8333333333333334,0.7741935483870968,0.7752403846153846,0.7703703703703704,6.277160070836544,1.1631138324737549,Reinjection,Stanford
50,0.001,2,16,1.1309733390808105,embedd-er,dct,0.8767123287671232,0.7612903225806451,0.7763975155279503,0.7602925809822362,8.252030942589045,1.1295757293701172,Reinjection,Stanford
50,0.01,2,16,1.1186091899871826,embedd-er,dct,0.7528089887640449,0.7806451612903226,0.7793137908061292,0.7790912139503688,4.033876395464176,1.1168227195739746,Reinjection,Stanford
50,0.01,2,16,1.119246244430542,embedd-er,dct,0.8255813953488372,0.8129032258064516,0.8105042016806723,0.8108881315999832,4.44431561564852,1.118163824081421,Reinjection,Stanford
50,0.01,2,16,1.1224005222320557,embedd-er,dct,0.8444444444444444,0.8580645161290322,0.8537894030851778,0.8558992562542258,3.5962700259842677,1.1211261749267578,Reinjection,Stanford
50,0.01,2,16,1.1344270706176758,embedd-er,dct,0.8222222222222222,0.7870967741935484,0.7815934065934066,0.7809328022613388,3.491755314869806,1.1332049369812012,Reinjection,Stanford
50,0.01,2,16,1.1385748386383057,embedd-er,dct,0.9080459770114943,0.864516129032258,0.865855762594893,0.8611881103671799,3.4477705693934695,1.1375377178192139,Reinjection,Stanford
50,0.1,2,16,1.1111977100372314,embedd-er,dct,0.7816091954022989,0.8064516129032258,0.8053797468354431,0.8054718875502007,13.481494426727295,1.109626054763794,Reinjection,Stanford
50,0.1,2,16,1.1583573818206787,embedd-er,dct,0.8641975308641975,0.832258064516129,0.8331932773109243,0.8314089692101739,15.316240347921848,1.1572682857513428,Reinjection,Stanford
50,0.1,2,16,1.1457397937774658,embedd-er,dct,0.7671232876712328,0.7096774193548387,0.7136150234741784,0.7096290745597602,21.284354597330093,1.1443870067596436,Reinjection,Stanford
50,0.1,2,16,1.148540735244751,embedd-er,dct,0.8271604938271605,0.7548387096774194,0.7587568681318682,0.7518537243006405,15.138428121805191,1.1474409103393555,Reinjection,Stanford
