Epochs,Learning rate,Layers,Channels,Time,Test Precision,Test Accuracy,Test Recall,Test F1,Loss,Duration,Model,Data
300,0.01,6,16,11.060711145401001,0.48186528497409326,0.4157608695652174,0.4110576923076923,0.41102467711318713,167.82756462693214,11.058923721313477,NoReinjection,Khan
300,0.01,6,16,10.712430715560913,0.4393063583815029,0.39945652173913043,0.4013095238095238,0.39934563770781173,164.78088048100471,10.710768461227417,NoReinjection,Khan
300,0.01,6,16,10.66018533706665,0.4690721649484536,0.39402173913043476,0.38761433271953394,0.38783335198239527,168.9616468846798,10.658711671829224,NoReinjection,Khan
300,0.01,6,16,11.093138456344604,0.449438202247191,0.4157608695652174,0.41649597767684865,0.4155493998153278,161.59767052531242,11.090962886810303,NoReinjection,Khan
300,0.01,6,16,11.957722663879395,0.46875,0.41621621621621624,0.4343542260208927,0.41124469589816126,187.99610802531242,11.956014156341553,NoReinjection,Khan
300,0.01,6,16,10.332569599151611,0.46153846153846156,0.4048913043478261,0.41802884615384617,0.40361860361860363,214.2789848446846,10.331287860870361,NoEnrichment,Khan
300,0.01,6,16,10.133173704147339,0.4954954954954955,0.453804347826087,0.4708333333333333,0.4403782863627766,202.96121257543564,10.132097005844116,NoEnrichment,Khan
300,0.01,6,16,11.783422708511353,0.41333333333333333,0.35597826086956524,0.3666646542095572,0.3557451523545706,193.46731632947922,11.782104969024658,NoEnrichment,Khan
300,0.01,6,16,10.856439590454102,0.42138364779874216,0.3967391304347826,0.40104491346810345,0.3960969840331165,200.8970617055893,10.855061769485474,NoEnrichment,Khan
300,0.01,6,16,10.940471410751343,0.4645161290322581,0.4081081081081081,0.41690408357075026,0.40789617905605363,195.9970799088478,10.938924551010132,NoEnrichment,Khan
300,0.01,6,16,17.477792978286743,0.7192118226600985,0.6766304347826086,0.6728365384615385,0.6721542204753883,123.6578976213932,17.47679877281189,Conv,Khan
300,0.01,6,16,17.88942003250122,0.71875,0.6847826086956522,0.6842857142857143,0.68343616516374,126.87387788295746,17.888591051101685,Conv,Khan
300,0.01,6,16,15.718156814575195,0.7429906542056075,0.7092391304347826,0.7016180155160443,0.7020919235861547,122.96470606327057,15.716946363449097,Conv,Khan
300,0.01,6,16,14.55865740776062,0.700507614213198,0.6793478260869565,0.6777391872235581,0.6777391872235581,129.2997015863657,14.557878017425537,Conv,Khan
300,0.01,6,16,17.295823097229004,0.7440758293838863,0.7162162162162162,0.7107371794871795,0.7111502687752325,143.18757915496826,17.294983625411987,Conv,Khan
300,0.01,6,16,52.99802803993225,0.7602040816326531,0.7119565217391305,0.711298076923077,0.7091733269712512,6.307788572012214,52.99488091468811,GAT,Khan
300,0.01,6,16,52.42858147621155,0.780952380952381,0.7771739130434783,0.7730952380952381,0.7742331288343558,5.8688643028071965,52.42588543891907,GAT,Khan
300,0.01,6,16,53.19335103034973,0.8625592417061612,0.842391304347826,0.8389229329549914,0.8389229329549914,69.8288363260217,53.190638065338135,GAT,Khan
300,0.01,6,16,48.783658027648926,0.7575757575757576,0.7418478260869565,0.7403597827054946,0.7404506477597534,5.809060214214696,48.78104901313782,GAT,Khan
300,0.01,6,16,47.72943305969238,0.7874396135265701,0.7594594594594595,0.7560244539411206,0.7558480074142725,5.80213424077192,47.7267861366272,GAT,Khan
300,0.01,6,16,23.140120267868042,0.7538461538461538,0.7038043478260869,0.7033653846153847,0.7011006043264109,5.422648903386289,23.137258768081665,SAGE,Khan
300,0.01,6,16,21.364490747451782,0.7549019607843137,0.7391304347826086,0.7361904761904762,0.7366098055588692,5.1893199703335995,21.362778902053833,SAGE,Khan
300,0.01,6,16,25.633053302764893,0.7939698492462312,0.7445652173913043,0.7438343345307452,0.7411940745174322,6.030675674935992,25.63124942779541,SAGE,Khan
300,0.01,6,16,25.361209630966187,0.746268656716418,0.7336956521739131,0.7315878528809332,0.7319140079093693,5.783431226447647,25.359058141708374,SAGE,Khan
300,0.01,6,16,25.950347900390625,0.7777777777777778,0.7486486486486487,0.7450439221272555,0.7448748841519927,5.647206963963981,25.948387622833252,SAGE,Khan
