Epochs|Learning rate|Layers|Channels|Validation AUC|Validation Precision|Validation Accuracy|Validation F1|Test AUC|Test Precision|Test Accuracy|Test F1|Loss|Duration
50|0.001|1|16|0.7593270591406303|0.7465753424657534|0.6706161137440758|0.6626116565722799|0.8192987578895354|0.8493150684931506|0.7417061611374408|0.7354292846502051|28.96272298693657|2.6482245922088623
100|0.001|1|16|0.7927045663844029|0.7393617021276596|0.7132701421800948|0.7124158711385205|0.8479369286404169|0.8142076502732241|0.7725118483412322|0.7715059221658206|48.97283074259758|5.016516923904419
150|0.001|1|16|0.7727364614451607|0.7244897959183674|0.7085308056872038|0.7081620834481246|0.8189618382336425|0.7772020725388601|0.7535545023696683|0.753105310531053|54.869785502552986|7.508965492248535
200|0.001|1|16|0.7674131308820556|0.7172774869109948|0.6966824644549763|0.6959996398099998|0.8092360908335392|0.7653061224489796|0.7464454976303317|0.7461247392597505|57.53290291875601|9.879002809524536
50|0.001|2|16|0.7738370656544102|0.7516339869281046|0.6824644549763034|0.6763507326007325|0.8301026481884952|0.823943661971831|0.7180094786729858|0.7102634964776746|29.498351335525513|4.9150543212890625
100|0.001|2|16|0.8175916982996788|0.7474226804123711|0.7274881516587678|0.7270451924969769|0.8541362503088431|0.8186528497409327|0.7914691943127962|0.7910891089108911|47.22179113328457|10.646131992340088
150|0.001|2|16|0.7890658341007615|0.7135678391959799|0.7014218009478673|0.7011801730920535|0.8636373846050178|0.8121827411167513|0.7914691943127962|0.7912394315524374|51.95259007439017|15.616631984710693
200|0.001|2|16|0.7724669257204466|0.6919431279620853|0.6919431279620853|0.6919431279620853|0.8307315648794951|0.7793427230046949|0.7819905213270142|0.7819856244384547|51.553071541013196|20.758126497268677
50|0.001|4|16|0.7639091664607713|0.723404255319149|0.6492890995260664|0.6393662232076867|0.8189393769232496|0.8014705882352942|0.6943127962085308|0.6843423654317837|29.696465730667114|12.073477029800415
100|0.001|4|16|0.7981851261202579|0.7608695652173914|0.7274881516587678|0.7263680189450537|0.831630017295209|0.8022598870056498|0.7535545023696683|0.7519442937240007|50.368766993284225|24.66593837738037
150|0.001|4|16|0.8022057006805777|0.7437185929648241|0.7298578199052133|0.7296392042261436|0.8323263179173873|0.775|0.7606635071090048|0.7605007782516591|53.99564780667424|35.990344762802124
200|0.001|4|16|0.8230947193459266|0.7795698924731183|0.7464454976303317|0.745552493815473|0.8667819680600166|0.828125|0.7985781990521327|0.7981690608418719|66.64099375158548|46.79602408409119
50|0.001|6|16|0.7651220772219851|0.7664233576642335|0.6729857819905213|0.662611234705228|0.8259922283866041|0.873015873015873|0.7227488151658767|0.7110248801643462|30.068286657333374|19.696961879730225
100|0.001|6|16|0.780530536151479|0.765625|0.6611374407582938|0.6475013873068722|0.8282608207362817|0.7801418439716312|0.6872037914691943|0.6783536585365854|56.6250422000885|36.99571919441223
150|0.001|6|16|0.797870667774758|0.7515923566878981|0.6872037914691943|0.6819967117281696|0.8314278655016734|0.7701149425287356|0.7227488151658767|0.7206009676597912|69.13083124160767|56.18574547767639
200|0.001|6|16|0.8128523618067878|0.7542857142857143|0.7109004739336493|0.7087811389913343|0.8565396105208778|0.8154761904761905|0.7511848341232228|0.7485743467529151|82.11938977241516|73.33995151519775
50|0.01|1|16|0.7667617528806631|0.7604790419161677|0.7061611374407583|0.7029316256784067|0.8361672019945643|0.8143712574850299|0.7488151658767772|0.7460544542089607|28.32161185145378|3.0004985332489014
100|0.01|1|16|0.7221760517508591|0.6700507614213198|0.6587677725118484|0.6583917970858069|0.7971294445317939|0.7345971563981043|0.7345971563981043|0.7345971563981043|28.712209083605558|6.015001535415649
150|0.01|1|16|0.7764425776599806|0.73|0.7180094786729858|0.7178177486331428|0.842456368904562|0.7821782178217822|0.7701421800947867|0.7700375836362309|34.4372872186359|8.067542314529419
200|0.01|1|16|0.7390220345454954|0.6715686274509803|0.6658767772511849|0.6657848175920464|0.7937153253520811|0.7525252525252525|0.7369668246445498|0.7367169715875559|37.9732197530102|10.716790199279785
50|0.01|2|16|0.7796770063565508|0.7514792899408284|0.7014218009478673|0.698434664246824|0.8398283955885986|0.8387096774193549|0.7488151658767772|0.7443125957427351|28.73436015844345|5.119951963424683
100|0.01|2|16|0.8111677635273242|0.7307692307692307|0.7274881516587678|0.7274743787729889|0.8697917836526583|0.7914691943127962|0.7914691943127962|0.7914691943127962|28.30645258689765|10.463877439498901
150|0.01|2|16|0.7813616046360145|0.695852534562212|0.7014218009478673|0.7013614306254493|0.827182677837425|0.7571428571428571|0.7559241706161137|0.7559228000426768|30.027266952893115|15.651291608810425
200|0.01|2|16|0.769434648817412|0.7142857142857143|0.7132701421800948|0.7132685320889698|0.8066979627591473|0.7676767676767676|0.7511848341232228|0.7509484866368772|36.314220945874695|18.766207456588745
50|0.01|4|16|0.7989488106736147|0.7556818181818182|0.7132701421800948|0.7112841302958854|0.8634352328114823|0.8087431693989071|0.7677725118483413|0.7667456288776087|27.345013320446014|11.071769714355469
100|0.01|4|16|0.8262393028009254|0.7747252747252747|0.7369668246445498|0.7357187589918925|0.8737674355921925|0.8324324324324325|0.7914691943127962|0.7906746031746033|46.773062750697136|23.581317901611328
150|0.01|4|16|0.8399407021405628|0.7511737089201878|0.7535545023696683|0.7535489667565138|0.8707576199995508|0.783410138248848|0.7914691943127962|0.7914270309130123|35.33552712328674|36.440775871276855
200|0.01|4|16|0.8075065699332898|0.745|0.7322274881516587|0.7320454251726481|0.8649626019181959|0.801980198019802|0.7890995260663507|0.7890035561198407|36.5090633932341|45.513298749923706
50|0.01|6|16|0.7621347229397364|0.7266666666666667|0.6611374407582938|0.6539059318777493|0.8269131421127109|0.815068493150685|0.7180094786729858|0.7111567419575633|28.759723663330078|18.459869861602783
100|0.01|6|16|0.808831787246468|0.7208333333333333|0.7511848341232228|0.7500042314788173|0.8912423350778285|0.7923728813559322|0.8270142180094787|0.8264049724161637|48.792154759168625|36.427791118621826
150|0.01|6|16|0.7453785853866715|0.6919191919191919|0.6800947867298578|0.6797909113902707|0.8164910940904292|0.7352941176470589|0.7274881516587678|0.7274131490998961|49.605521279387176|57.093849182128906
200|0.01|6|16|0.799195885087936|0.7437185929648241|0.7298578199052133|0.7296392042261436|0.8266885290087824|0.7395348837209302|0.7440758293838863|0.744052833748905|42.79938235092868|76.36855554580688
50|0.1|1|16|0.7695694166797691|0.6654135338345865|0.7085308056872038|0.7034942505098281|0.8210507401001774|0.7042801556420234|0.7488151658767772|0.7457946899436261|426.89580422639847|2.5963447093963623
100|0.1|1|16|0.7542957256126323|0.7085427135678392|0.6966824644549763|0.6964370012363719|0.8353810561308146|0.7955801104972375|0.7535545023696683|0.7523026909878996|360.2401668280363|5.128990173339844
150|0.1|1|16|0.7538464994047752|0.7120418848167539|0.6919431279620853|0.6912496341820311|0.826598683767211|0.7688172043010753|0.7369668246445498|0.7360404375095092|290.6199906170368|8.513931035995483
200|0.1|1|16|0.8045416769614339|0.7575757575757576|0.7417061611374408|0.7414608099373297|0.8636373846050179|0.7864583333333334|0.7606635071090048|0.7601773546474009|364.9209344089031|11.383283853530884
50|0.1|2|16|0.7590126007951303|0.7337662337662337|0.6706161137440758|0.6644950953756399|0.8170526268502505|0.8028169014084507|0.7037914691943128|0.6956549332748683|871.5194316506386|5.567117929458618
100|0.1|2|16|0.7420992340693155|0.7094972067039106|0.6777251184834123|0.6758612899582063|0.8078434895891826|0.7752808988764045|0.7322274881516587|0.7305799598858724|926.9593821018934|10.885165929794312
150|0.1|2|16|0.7948159295613306|0.7164179104477612|0.7061611374407583|0.7059960445882776|0.8346398328878507|0.7643979057591623|0.7393364928909952|0.7387496904617186|896.654225833714|16.794154405593872
200|0.1|2|16|0.7481413265649918|0.6931216931216931|0.6729857819905213|0.6720945945945946|0.8310909458457807|0.7801047120418848|0.7535545023696683|0.7529997073456248|578.9933327659965|23.291118144989014
50|0.1|4|16|0.6163158958693651|0.7796610169491526|0.5781990521327014|0.515318105562008|0.645627905932032|0.8392857142857143|0.590047393364929|0.5261166176594682|10140.460921823978|12.801035404205322
100|0.1|4|16|0.7603827407290942|0.7078651685393258|0.6753554502369669|0.6733580044634029|0.8202870555468206|0.7865853658536586|0.7227488151658767|0.7192665245202559|6440.397611558437|25.103704929351807
150|0.1|4|16|0.7936030188001167|0.7803030303030303|0.6753554502369669|0.6635649982833167|0.8385256395858134|0.8396946564885496|0.7109004739336493|0.7001234826774771|14960.551813095808|38.156522035598755
200|0.1|4|16|0.7874710810628691|0.7457627118644068|0.7061611374407583|0.7042412732863086|0.8500258305069518|0.8176470588235294|0.7559241706161137|0.7535982948135802|5516.811059817672|52.841466426849365
50|0.1|6|16|0.512364951371263|0.5|0.5|0.3333333333333333|0.4670155656881023|0.5|0.5|0.3333333333333333|221539.68067753315|23.278738975524902
100|0.1|6|16|0.526740190022686|0.4716981132075472|0.4928909952606635|0.4102142110762801|0.5779969003391657|0.5|0.5|0.4148248917279497|2296853.688321233|43.62922191619873
150|0.1|6|16|0.4155567035780867|0.4557291666666667|0.4194312796208531|0.30214977557287975|0.41146874508658837|0.4601542416452442|0.4265402843601896|0.30243169398907105|20957833291.07639|63.804582834243774
200|0.1|6|16|0.5083443768109431|0.4495798319327731|0.4431279620853081|0.44083899523554454|0.5414074257092159|0.47619047619047616|0.47393364928909953|0.47274937529546834|7245084030.728481|81.48567152023315
50|0.001|1|32|0.7885716852721187|0.7555555555555555|0.7180094786729858|0.7164795085900758|0.8363468924777072|0.8074534161490683|0.7345971563981043|0.7308182977947878|27.460204362869263|3.704958915710449
100|0.001|1|32|0.787942768581119|0.7170731707317073|0.7109004739336493|0.7108420201294032|0.8300128029469239|0.8041237113402062|0.7796208530805687|0.7792626339323379|40.50917832553387|7.509809970855713
150|0.001|1|32|0.7598885919004514|0.7230769230769231|0.7061611374407583|0.7057381289785636|0.8023853911637207|0.75|0.7180094786729858|0.7168503848214034|48.52218552492559|11.634430885314941
200|0.001|1|32|0.7713663215111969|0.7142857142857143|0.7132701421800948|0.7132685320889698|0.8183329215426428|0.7704081632653061|0.7511848341232228|0.750870071236204|45.89021314680576|15.824204921722412
50|0.001|2|32|0.8018013970935064|0.768361581920904|0.7251184834123223|0.7233224814613854|0.8473080119494172|0.8214285714285714|0.7559241706161137|0.7533634068147643|27.22455334663391|8.633872747421265
100|0.001|2|32|0.7865052447159767|0.7285714285714285|0.7274881516587678|0.727486621406872|0.8336739965409581|0.7959183673469388|0.7748815165876777|0.7745967311184703|36.9271697178483|16.62102746963501
150|0.001|2|32|0.7894252150670471|0.7333333333333333|0.7156398104265402|0.71523044739861|0.8174793917477144|0.786096256684492|0.7535545023696683|0.7527548054172206|45.2557016313076|22.95025396347046
200|0.001|2|32|0.7735675299296962|0.6984924623115578|0.6872037914691943|0.6869506575250084|0.8284405112194245|0.7810945273631841|0.7677725118483413|0.7676420352391227|43.5676640169695|31.3823823928833
50|0.001|4|32|0.7611239639720583|0.7361111111111112|0.6611374407582938|0.6523747803796192|0.81444711484468|0.8041958041958042|0.7061611374407583|0.6983281448172489|29.174382656812668|17.684077501296997
100|0.001|4|32|0.828058668942746|0.7666666666666667|0.7274881516587678|0.7260096091416699|0.8609644886682689|0.8191489361702128|0.7843601895734598|0.7837177212694658|40.331633277237415|43.85749840736389
150|0.001|4|32|0.7737696817232318|0.6990291262135923|0.6943127962085308|0.694269876838576|0.833988454886458|0.7658536585365854|0.7582938388625592|0.7582449676491733|39.53742136491928|62.84489297866821
200|0.001|4|32|0.8010601738505424|0.7339901477832512|0.7251184834123223|0.7250196607122795|0.8361222793737786|0.7939698492462312|0.7772511848341233|0.7770709227829604|39.47036781022325|68.94741606712341
50|0.001|6|32|0.758922755553559|0.7005347593582888|0.6777251184834123|0.6766793609302116|0.823027335414748|0.7555555555555555|0.7180094786729858|0.7164795085900758|29.74185287952423|27.468369007110596
100|0.001|6|32|0.8198602906493564|0.7515151515151515|0.6966824644549763|0.6930350972904165|0.8842119449248669|0.8389261744966443|0.7393364928909952|0.7335858585858586|50.24192872643471|60.05980634689331
150|0.001|6|32|0.7916039621751532|0.7433155080213903|0.7156398104265402|0.7147170831737162|0.8394914759327059|0.7857142857142857|0.7464454976303317|0.7452424073165089|64.69654694199562|85.91360569000244
200|0.001|6|32|0.7750275151052313|0.7357512953367875|0.7156398104265402|0.715121512151215|0.8099548527661103|0.7635467980295566|0.7535545023696683|0.753465902707561|53.07767837308347|115.16070818901062
50|0.01|1|32|0.7675254374340199|0.7055837563451777|0.6919431279620853|0.6916037057024644|0.844500348150311|0.8072916666666666|0.7796208530805687|0.7791732077446363|25.80035090446472|3.3759050369262695
100|0.01|1|32|0.747826868219492|0.6907216494845361|0.6753554502369669|0.6748277510616159|0.8065182722760045|0.7512437810945274|0.7393364928909952|0.7391900395541171|37.34435409680009|6.764113426208496
150|0.01|1|32|0.7582938388625591|0.7150259067357513|0.6966824644549763|0.6961296129612962|0.813121897531502|0.7524752475247525|0.7417061611374408|0.7415886249108161|30.08867831347743|9.906421184539795
200|0.01|1|32|0.7486579367040272|0.6919431279620853|0.6919431279620853|0.6919431279620853|0.8170750881606433|0.7647058823529411|0.7559241706161137|0.7558569944112112|30.10947452124674|12.995782136917114
50|0.01|2|32|0.7703331012331259|0.7286432160804021|0.7156398104265402|0.7154096886590986|0.8242177848655691|0.7736842105263158|0.7464454976303317|0.7458160467904731|25.74547216296196|6.9338319301605225
100|0.01|2|32|0.7242874149277869|0.6934673366834171|0.6824644549763034|0.6822074856693268|0.7907055097594393|0.7438423645320197|0.7345971563981043|0.7345017413773733|31.794749780674465|13.963606595993042
150|0.01|2|32|0.7896049055501898|0.7487179487179487|0.7298578199052133|0.7294689250286794|0.8411985355225624|0.7699530516431925|0.7725118483412322|0.7725067385444744|25.023275545652723|20.6491961479187
200|0.01|2|32|0.732126412254891|0.6915422885572139|0.6824644549763034|0.6822860481841064|0.7924799532804745|0.7389162561576355|0.7298578199052133|0.7297607010448264|29.24718327744631|27.88083553314209
50|0.01|4|32|0.7906156645178679|0.8046875|0.6848341232227488|0.6721516399427554|0.8355607466139574|0.828125|0.6990521327014217|0.6869417915242853|29.12883350253105|16.381044149398804
100|0.01|4|32|0.7904135127243324|0.751219512195122|0.7440758293838863|0.7440240833932422|0.8571685272118776|0.8157894736842105|0.7843601895734598|0.7838248622236733|46.82605907320976|32.85527181625366
150|0.01|4|32|0.7916938074167246|0.7315789473684211|0.7085308056872038|0.7078072313572729|0.8287774308753173|0.7766497461928934|0.7582938388625592|0.7580275229357798|37.1128101683571|49.71454334259033
200|0.01|4|32|0.7953100783899733|0.7311320754716981|0.7322274881516587|0.7322259845128395|0.8524291907189865|0.7931034482758621|0.7819905213270142|0.7819121447028424|50.058961266302504|66.16341853141785
50|0.01|6|32|0.7600233597628087|0.7272727272727273|0.6658767772511849|0.659667686676009|0.8265762224568182|0.8181818181818182|0.7322274881516587|0.7272514084708439|32.67057165503502|26.74244236946106
100|0.01|6|32|0.8301924934300667|0.7569060773480663|0.7203791469194313|0.71895882246704|0.8725994474517644|0.7979274611398963|0.7725118483412322|0.7720972097209721|60.9204888343811|56.637070655822754
150|0.01|6|32|0.7587655263808092|0.662962962962963|0.7085308056872038|0.7027198845380663|0.8145594213966443|0.6814814814814815|0.7322274881516587|0.7268889996162724|128.85481249541044|79.76897072792053
200|0.01|6|32|0.774016756137553|0.7193877551020408|0.7037914691943128|0.7034167514716714|0.7850901821612274|0.7047619047619048|0.7037914691943128|0.7037898058770349|47.311021626697766|106.00072526931763
50|0.1|1|32|0.7655263808090564|0.7202072538860104|0.7014218009478673|0.7008775877587758|0.8349093686125648|0.7807486631016043|0.7488151658767772|0.7480000901367825|788.6844431757927|3.525301456451416
100|0.1|1|32|0.7812043754632647|0.726775956284153|0.6966824644549763|0.6953412295544276|0.8624020125334112|0.8089887640449438|0.7606635071090048|0.7591909375971073|701.1977402567863|6.733420372009277
150|0.1|1|32|0.7851126434716202|0.7303921568627451|0.7227488151658767|0.7226725082146768|0.8708250039307294|0.8020833333333334|0.7748815165876777|0.7744242444703274|1099.902094334364|10.619869232177734
200|0.1|1|32|0.7730733811010534|0.7010869565217391|0.6753554502369669|0.674021031264977|0.8351564430268861|0.7868852459016393|0.7488151658767772|0.7477044557247603|1132.3108245767653|14.428775548934937
50|0.1|2|32|0.811931448080681|0.703862660944206|0.7251184834123223|0.7243693693693694|0.8600884975629478|0.7586206896551724|0.7843601895734598|0.7838248622236733|3407.8203229904175|8.142948389053345
100|0.1|2|32|0.7707823274409829|0.7425149700598802|0.6919431279620853|0.6885573495015556|0.8287100469441386|0.7869822485207101|0.7298578199052133|0.727155172413793|8390.028905928135|15.670202016830444
150|0.1|2|32|0.8056198198602907|0.7378640776699029|0.7322274881516587|0.7321898921144115|0.8914444868713641|0.82|0.8033175355450237|0.8031838078701753|3257.7467907629907|22.728615045547485
200|0.1|2|32|0.7619325711462006|0.7189189189189189|0.6919431279620853|0.6907693001443002|0.8162889422968936|0.7877094972067039|0.7440758293838863|0.7425957302609286|4812.815806619823|29.24969220161438
50|0.1|4|32|0.5788055075133083|0.6811594202898551|0.5592417061611374|0.5029635258358662|0.5573549560881382|0.7049180327868853|0.5592417061611374|0.49550082270670504|356642.53774005175|17.398608207702637
100|0.1|4|32|0.6671009186675951|0.676829268292683|0.6374407582938388|0.6328869936034115|0.7228049684418589|0.725|0.6706161137440758|0.6657340027239105|342146.1110599637|35.35835862159729
150|0.1|4|32|0.8142000404303587|0.7225130890052356|0.7014218009478673|0.7007496454379685|0.9008108533051817|0.8461538461538461|0.7985781990521327|0.7976224731018997|396540.8457106352|52.05211043357849
200|0.1|4|32|0.7267132364502145|0.6151419558359621|0.6729857819905213|0.650963751438435|0.7684238898497339|0.6559485530546624|0.7298578199052133|0.7137859641607769|394306.14420974255|71.72433042526245
50|0.1|6|32|0.6301296017609668|0.5263157894736842|0.504739336492891|0.40469103303972187|0.6188764852541497|0.5581395348837209|0.5118483412322274|0.41991191778993725|93521060.1642384|30.559571266174316
100|0.1|6|32|0.5434289436445723|1.0|0.504739336492891|0.3437795287307575|0.5620044473394578|1.0|0.5023696682464455|0.33857774062574636|4461598411.545919|56.3640410900116
