Model|Accuracy|Params
SVM|0.5774647887323944|(1000, 0.01, 'linear')
SVM|0.5774647887323944|(1000, 0.001, 'linear')
SVM|0.5774647887323944|(1000, 0.0001, 'linear')
RBF|0.5915492957746479|(1, 0.1, 'rbf')
RBF|0.5915492957746479|(1, 0.01, 'rbf')
RBF|0.7774647887323943|(1, 0.001, 'rbf')
RBF|0.7577464788732394|(1, 0.0001, 'rbf')
RBF|0.5915492957746479|(10, 0.1, 'rbf')
RBF|0.5915492957746479|(10, 0.01, 'rbf')
RBF|0.7577464788732394|(10, 0.001, 'rbf')
RBF|0.7492957746478873|(10, 0.0001, 'rbf')
RBF|0.5915492957746479|(100, 0.1, 'rbf')
RBF|0.5915492957746479|(100, 0.01, 'rbf')
RBF|0.7577464788732394|(100, 0.001, 'rbf')
RBF|0.723943661971831|(100, 0.0001, 'rbf')
RBF|0.5915492957746479|(1000, 0.1, 'rbf')
RBF|0.5915492957746479|(1000, 0.01, 'rbf')
RBF|0.7577464788732394|(1000, 0.001, 'rbf')
RBF|0.7267605633802817|(1000, 0.0001, 'rbf')
RF|0.6788732394366197|(0, 1, 50, 'gini')
RF|0.6845070422535211|(0, 1, 50, 'entropy')
RF|0.6845070422535211|(0, 1, 50, 'log_loss')
RF|0.6957746478873239|(0, 1, 100, 'gini')
RF|0.6985915492957746|(0, 1, 100, 'entropy')
RF|0.6985915492957746|(0, 1, 100, 'log_loss')
RF|0.704225352112676|(0, 1, 150, 'gini')
RF|0.704225352112676|(0, 1, 150, 'entropy')
RF|0.704225352112676|(0, 1, 150, 'log_loss')
RF|0.7014084507042253|(0, 1, 200, 'gini')
RF|0.7014084507042253|(0, 1, 200, 'entropy')
RF|0.7014084507042253|(0, 1, 200, 'log_loss')
RF|0.7098591549295775|(0, 2, 50, 'gini')
RF|0.7352112676056338|(0, 2, 50, 'entropy')
RF|0.7352112676056338|(0, 2, 50, 'log_loss')
RF|0.7211267605633803|(0, 2, 100, 'gini')
RF|0.7295774647887324|(0, 2, 100, 'entropy')
RF|0.7295774647887324|(0, 2, 100, 'log_loss')
RF|0.7436619718309859|(0, 2, 150, 'gini')
RF|0.7408450704225352|(0, 2, 150, 'entropy')
RF|0.7408450704225352|(0, 2, 150, 'log_loss')
RF|0.7408450704225352|(0, 2, 200, 'gini')
RF|0.7380281690140845|(0, 2, 200, 'entropy')
RF|0.7380281690140845|(0, 2, 200, 'log_loss')
RF|0.7323943661971831|(0, 5, 50, 'gini')
RF|0.7323943661971831|(0, 5, 50, 'entropy')
RF|0.7323943661971831|(0, 5, 50, 'log_loss')
RF|0.7380281690140845|(0, 5, 100, 'gini')
RF|0.7323943661971831|(0, 5, 100, 'entropy')
RF|0.7323943661971831|(0, 5, 100, 'log_loss')
RF|0.7380281690140845|(0, 5, 150, 'gini')
RF|0.7408450704225352|(0, 5, 150, 'entropy')
