Model|Accuracy|Params
SVM|0.6193548387096774|(1, 0.0001, 'linear')
SVM|0.6193548387096774|(10, 0.1, 'linear')
SVM|0.6193548387096774|(10, 0.01, 'linear')
SVM|0.6193548387096774|(10, 0.001, 'linear')
SVM|0.6193548387096774|(10, 0.0001, 'linear')
SVM|0.6193548387096774|(100, 0.1, 'linear')
SVM|0.6193548387096774|(100, 0.01, 'linear')
SVM|0.6193548387096774|(100, 0.001, 'linear')
SVM|0.6193548387096774|(100, 0.0001, 'linear')
SVM|0.6193548387096774|(1000, 0.1, 'linear')
SVM|0.6193548387096774|(1000, 0.01, 'linear')
SVM|0.6193548387096774|(1000, 0.001, 'linear')
SVM|0.6193548387096774|(1000, 0.0001, 'linear')
RBF|0.5870967741935483|(1, 0.1, 'rbf')
RBF|0.5870967741935483|(1, 0.01, 'rbf')
RBF|0.7419354838709677|(1, 0.001, 'rbf')
RBF|0.7419354838709677|(1, 0.0001, 'rbf')
RBF|0.5870967741935483|(10, 0.1, 'rbf')
RBF|0.5870967741935483|(10, 0.01, 'rbf')
RBF|0.7354838709677419|(10, 0.001, 'rbf')
RBF|0.7161290322580646|(10, 0.0001, 'rbf')
RBF|0.5870967741935483|(100, 0.1, 'rbf')
RBF|0.5870967741935483|(100, 0.01, 'rbf')
RBF|0.7354838709677419|(100, 0.001, 'rbf')
RBF|0.6709677419354839|(100, 0.0001, 'rbf')
RBF|0.5870967741935483|(1000, 0.1, 'rbf')
RBF|0.5870967741935483|(1000, 0.01, 'rbf')
RBF|0.7354838709677419|(1000, 0.001, 'rbf')
RBF|0.6709677419354839|(1000, 0.0001, 'rbf')
RF|0.7096774193548387|(0, 1, 50, 'gini')
RF|0.7032258064516129|(0, 1, 50, 'entropy')
RF|0.7032258064516129|(0, 1, 50, 'log_loss')
RF|0.7161290322580646|(0, 1, 100, 'gini')
RF|0.7032258064516129|(0, 1, 100, 'entropy')
RF|0.7032258064516129|(0, 1, 100, 'log_loss')
RF|0.7096774193548387|(0, 1, 150, 'gini')
RF|0.7096774193548387|(0, 1, 150, 'entropy')
RF|0.7096774193548387|(0, 1, 150, 'log_loss')
RF|0.7032258064516129|(0, 1, 200, 'gini')
RF|0.6967741935483871|(0, 1, 200, 'entropy')
RF|0.6967741935483871|(0, 1, 200, 'log_loss')
RF|0.6903225806451613|(0, 2, 50, 'gini')
RF|0.6967741935483871|(0, 2, 50, 'entropy')
RF|0.6967741935483871|(0, 2, 50, 'log_loss')
RF|0.7032258064516129|(0, 2, 100, 'gini')
RF|0.7161290322580646|(0, 2, 100, 'entropy')
RF|0.7161290322580646|(0, 2, 100, 'log_loss')
RF|0.7096774193548387|(0, 2, 150, 'gini')
RF|0.6903225806451613|(0, 2, 150, 'entropy')
RF|0.6903225806451613|(0, 2, 150, 'log_loss')
RF|0.6967741935483871|(0, 2, 200, 'gini')
RF|0.6838709677419355|(0, 2, 200, 'entropy')
RF|0.6838709677419355|(0, 2, 200, 'log_loss')
RF|0.6516129032258065|(0, 5, 50, 'gini')
RF|0.6709677419354839|(0, 5, 50, 'entropy')
RF|0.6709677419354839|(0, 5, 50, 'log_loss')
RF|0.6903225806451613|(0, 5, 100, 'gini')
RF|0.6967741935483871|(0, 5, 100, 'entropy')
RF|0.6967741935483871|(0, 5, 100, 'log_loss')
RF|0.6903225806451613|(0, 5, 150, 'gini')
RF|0.6838709677419355|(0, 5, 150, 'entropy')
RF|0.6838709677419355|(0, 5, 150, 'log_loss')
RF|0.7096774193548387|(0, 5, 200, 'gini')
RF|0.6967741935483871|(0, 5, 200, 'entropy')
RF|0.6967741935483871|(0, 5, 200, 'log_loss')
RF|0.6903225806451613|(0, 10, 50, 'gini')
RF|0.6774193548387096|(0, 10, 50, 'entropy')
RF|0.6774193548387096|(0, 10, 50, 'log_loss')
RF|0.6903225806451613|(0, 10, 100, 'gini')
RF|0.7225806451612903|(0, 10, 100, 'entropy')
RF|0.7225806451612903|(0, 10, 100, 'log_loss')
RF|0.6709677419354839|(0, 10, 150, 'gini')
RF|0.7161290322580646|(0, 10, 150, 'entropy')
RF|0.7161290322580646|(0, 10, 150, 'log_loss')
RF|0.6774193548387096|(0, 10, 200, 'gini')
RF|0.7032258064516129|(0, 10, 200, 'entropy')
RF|0.7032258064516129|(0, 10, 200, 'log_loss')
Linear Regression|0.6451612903225806|None
SVM|0.6064516129032258|(1, 0.1, 'linear')
SVM|0.6064516129032258|(1, 0.01, 'linear')
SVM|0.6064516129032258|(1, 0.001, 'linear')
SVM|0.6064516129032258|(1, 0.0001, 'linear')
SVM|0.6064516129032258|(10, 0.1, 'linear')
SVM|0.6064516129032258|(10, 0.01, 'linear')
SVM|0.6064516129032258|(10, 0.001, 'linear')
SVM|0.6064516129032258|(10, 0.0001, 'linear')
SVM|0.6064516129032258|(100, 0.1, 'linear')
SVM|0.6064516129032258|(100, 0.01, 'linear')
SVM|0.6064516129032258|(100, 0.001, 'linear')
SVM|0.6064516129032258|(100, 0.0001, 'linear')
SVM|0.6064516129032258|(1000, 0.1, 'linear')
SVM|0.6064516129032258|(1000, 0.01, 'linear')
SVM|0.6064516129032258|(1000, 0.001, 'linear')
SVM|0.6064516129032258|(1000, 0.0001, 'linear')
RBF|0.5935483870967742|(1, 0.1, 'rbf')
