Epochs|Learning rate|Layers|Channels|Validation AUC|Validation Precision|Validation Accuracy|Validation F1|Test AUC|Test Precision|Test Accuracy|Test F1|Loss|Duration
50|0.001|1|16|0.7181779385009321|0.6934306569343066|0.6255924170616114|0.6137143121987394|0.7447496686956717|0.7786885245901639|0.6611374407582938|0.6453635631717822|29.11085969209671|4.073866128921509
100|0.001|1|16|0.734934076053997|0.7241379310344828|0.6540284360189573|0.6453536562902928|0.755643404236203|0.7555555555555555|0.6635071090047393|0.6522274067367737|56.00933292508125|8.446414947509766
150|0.001|1|16|0.7537341928528111|0.7468354430379747|0.6848341232227488|0.6797831978319784|0.770625098268233|0.7569444444444444|0.6753554502369669|0.6669604539301248|79.11295574903488|12.155658483505249
200|0.001|1|16|0.7614608836279508|0.7209302325581395|0.6800947867298578|0.6773389668277046|0.768086970193841|0.7168674698795181|0.6706161137440758|0.6668275975667248|98.48403099179268|15.742519855499268
50|0.001|2|16|0.7159767300824329|0.7050359712230215|0.6350710900473934|0.6241295546558705|0.735248534399497|0.746268656716418|0.6563981042654028|0.6445644913014436|28.947059273719788|5.798469066619873
100|0.001|2|16|0.7400327935131734|0.7449664429530202|0.6729857819905213|0.6657713498622589|0.7570584667909526|0.7517241379310344|0.6729857819905213|0.664786332657948|54.78086614608765|11.91922664642334
150|0.001|2|16|0.7506120707082051|0.7267080745341615|0.6729857819905213|0.668329688354292|0.7641562408750926|0.7368421052631579|0.6706161137440758|0.6640493004129369|76.78559365868568|17.91219186782837
200|0.001|2|16|0.7685811190224837|0.7469135802469136|0.6895734597156398|0.6853309654320565|0.7759484288313381|0.7239263803680982|0.6729857819905213|0.6686995107520765|99.17415076494217|24.287348747253418
50|0.001|4|16|0.7348666921228184|0.7575757575757576|0.6611374407582938|0.6488306186460897|0.7521843624357045|0.7241379310344828|0.6540284360189573|0.6453536562902928|28.892451643943787|10.782161712646484
100|0.001|4|16|0.776981649109409|0.7243243243243244|0.6966824644549763|0.6955266955266954|0.7650322319804137|0.7090909090909091|0.6635071090047393|0.6594608110565557|52.98473256826401|22.83004069328308
